season,lg,type,number_tm,player,player_id
2010,NBA,All-Defense,2nd,Dwyane Wade,wadedw01
2010,NBA,All-NBA,1st,Dwight Howard,howardw01
2010,NBA,All-NBA,1st,Kevin Durant,duranke01
2010,NBA,All-NBA,1st,LeBron James,jamesle01
2010,NBA,All-NBA,1st,Kobe Bryant,bryanko01
2010,NBA,All-NBA,1st,Dwyane Wade,wadedw01
2010,NBA,All-NBA,2nd,Amar'e Stoudemire,stoudam01
2010,NBA,All-NBA,2nd,Carmelo Anthony,anthoca01
2010,NBA,All-NBA,2nd,Dirk Nowitzki,nowitdi01
2010,NBA,All-NBA,2nd,Steve Nash,nashst01
2010,NBA,All-NBA,2nd,Deron Williams,willide01
2010,NBA,All-NBA,3rd,Andrew Bogut,bogutan01
2010,NBA,All-NBA,3rd,Tim Duncan,duncati01
2010,NBA,All-NBA,3rd,Pau Gasol,gasolpa01
2010,NBA,All-NBA,3rd,Joe Johnson,johnsjo02
2010,NBA,All-NBA,3rd,Brandon Roy,roybr01
2010,NBA,All-Rookie,1st,Darren Collison,collida01
2010,NBA,All-Rookie,1st,Stephen Curry,curryst01
2010,NBA,All-Rookie,1st,Tyreke Evans,evansty01
2010,NBA,All-Rookie,1st,Taj Gibson,gibsota01
2010,NBA,All-Rookie,1st,Brandon Jennings,jennibr01
2010,NBA,All-Rookie,2nd,DeJuan Blair,blairde01
2010,NBA,All-Rookie,2nd,Jonny Flynn,flynnjo01
2010,NBA,All-Rookie,2nd,James Harden,hardeja01
2010,NBA,All-Rookie,2nd,Jonas Jerebko,jerebjo01
2010,NBA,All-Rookie,2nd,Marcus Thornton,thornma01
2009,NBA,All-Defense,1st,Kobe Bryant,bryanko01
2009,NBA,All-Defense,1st,Kevin Garnett,garneke01
2009,NBA,All-Defense,1st,Dwight Howard,howardw01
2009,NBA,All-Defense,1st,LeBron James,jamesle01
2009,NBA,All-Defense,1st,Chris Paul,paulch01
2009,NBA,All-Defense,2nd,Metta World Peace,artesro01
2009,NBA,All-Defense,2nd,Shane Battier,battish01
2009,NBA,All-Defense,2nd,Tim Duncan,duncati01
2009,NBA,All-Defense,2nd,Rajon Rondo,rondora01
2009,NBA,All-Defense,2nd,Dwyane Wade,wadedw01
2009,NBA,All-NBA,1st,Dwight Howard,howardw01
2009,NBA,All-NBA,1st,LeBron James,jamesle01
2009,NBA,All-NBA,1st,Dirk Nowitzki,nowitdi01
2009,NBA,All-NBA,1st,Kobe Bryant,bryanko01
2009,NBA,All-NBA,1st,Dwyane Wade,wadedw01
2009,NBA,All-NBA,2nd,Yao Ming,mingya01
2009,NBA,All-NBA,2nd,Tim Duncan,duncati01
2009,NBA,All-NBA,2nd,Paul Pierce,piercpa01
2009,NBA,All-NBA,2nd,Chris Paul,paulch01
2009,NBA,All-NBA,2nd,Brandon Roy,roybr01
2009,NBA,All-NBA,3rd,Shaquille O'Neal,onealsh01
2009,NBA,All-NBA,3rd,Carmelo Anthony,anthoca01
2009,NBA,All-NBA,3rd,Pau Gasol,gasolpa01
2009,NBA,All-NBA,3rd,Chauncey Billups,billuch01
2009,NBA,All-NBA,3rd,Tony Parker,parketo01
2009,NBA,All-Rookie,1st,Michael Beasley,beaslmi01
2009,NBA,All-Rookie,1st,Brook Lopez,lopezbr01
2009,NBA,All-Rookie,1st,O.J. Mayo,mayooj01
2009,NBA,All-Rookie,1st,Derrick Rose,rosede01
2009,NBA,All-Rookie,1st,Russell Westbrook,westbru01
2009,NBA,All-Rookie,2nd,Mario Chalmers,chalmma01
2009,NBA,All-Rookie,2nd,Marc Gasol,gasolma01
2009,NBA,All-Rookie,2nd,Eric Gordon,gordoer01
2009,NBA,All-Rookie,2nd,Kevin Love,loveke01
2009,NBA,All-Rookie,2nd,D.J. Augustin,augusdj01
2009,NBA,All-Rookie,2nd,Rudy Fernández,fernaru01
2008,NBA,All-Defense,1st,Bruce Bowen,bowenbr01
2008,NBA,All-Defense,1st,Kobe Bryant,bryanko01
2008,NBA,All-Defense,1st,Marcus Camby,cambyma01
2008,NBA,All-Defense,1st,Tim Duncan,duncati01
2008,NBA,All-Defense,1st,Kevin Garnett,garneke01
2008,NBA,All-Defense,2nd,Shane Battier,battish01
2008,NBA,All-Defense,2nd,Raja Bell,bellra01
2008,NBA,All-Defense,2nd,Dwight Howard,howardw01
2008,NBA,All-Defense,2nd,Chris Paul,paulch01
2008,NBA,All-Defense,2nd,Tayshaun Prince,princta01
2008,NBA,All-NBA,1st,Dwight Howard,howardw01
2008,NBA,All-NBA,1st,Kevin Garnett,garneke01
2008,NBA,All-NBA,1st,LeBron James,jamesle01
2008,NBA,All-NBA,1st,Kobe Bryant,bryanko01
2008,NBA,All-NBA,1st,Chris Paul,paulch01
2008,NBA,All-NBA,2nd,Amar'e Stoudemire,stoudam01
2008,NBA,All-NBA,2nd,Tim Duncan,duncati01
2008,NBA,All-NBA,2nd,Dirk Nowitzki,nowitdi01
2008,NBA,All-NBA,2nd,Steve Nash,nashst01
2008,NBA,All-NBA,2nd,Deron Williams,willide01
2008,NBA,All-NBA,3rd,Yao Ming,mingya01
2008,NBA,All-NBA,3rd,Carlos Boozer,boozeca01
2008,NBA,All-NBA,3rd,Paul Pierce,piercpa01
2008,NBA,All-NBA,3rd,Manu Ginóbili,ginobma01
2008,NBA,All-NBA,3rd,Tracy McGrady,mcgratr01
2008,NBA,All-Rookie,1st,Kevin Durant,duranke01
2008,NBA,All-Rookie,1st,Jeff Green,greenje02
2008,NBA,All-Rookie,1st,Al Horford,horfoal01
2008,NBA,All-Rookie,1st,Luis Scola,scolalu01
2008,NBA,All-Rookie,1st,Al Thornton,thornal01
2008,NBA,All-Rookie,2nd,Carl Landry,landrca01
