season,lg,type,number_tm,player,player_id
2023,NBA,All-NBA,2nd,Jimmy Butler,butleji01
2023,NBA,All-NBA,2nd,Jaylen Brown,brownja02
2023,NBA,All-NBA,2nd,Donovan Mitchell,mitchdo01
2023,NBA,All-NBA,2nd,Stephen Curry,curryst01
2023,NBA,All-NBA,3rd,Domantas Sabonis,sabondo01
2023,NBA,All-NBA,3rd,LeBron James,jamesle01
2023,NBA,All-NBA,3rd,Julius Randle,randlju01
2023,NBA,All-NBA,3rd,De'Aaron Fox,foxde01
2023,NBA,All-NBA,3rd,Damian Lillard,lillada01
2023,NBA,All-Rookie,1st,Paolo Banchero,banchpa01
2023,NBA,All-Rookie,1st,Walker Kessler,kesslwa01
2023,NBA,All-Rookie,1st,Bennedict Mathurin,mathube01
2023,NBA,All-Rookie,1st,Keegan Murray,murrake02
2023,NBA,All-Rookie,1st,Jalen Williams,willija06
2023,NBA,All-Rookie,2nd,Jalen Duren,durenja01
2023,NBA,All-Rookie,2nd,Tari Eason,easonta01
2023,NBA,All-Rookie,2nd,Jaden Ivey,iveyja01
2023,NBA,All-Rookie,2nd,Jabari Smith Jr.,smithja05
2023,NBA,All-Rookie,2nd,Jeremy Sochan,sochaje01
2022,NBA,All-Defense,1st,Giannis Antetokounmpo,antetgi01
2022,NBA,All-Defense,1st,Mikal Bridges,bridgmi01
2022,NBA,All-Defense,1st,Rudy Gobert,goberru01
2022,NBA,All-Defense,1st,Jaren Jackson Jr.,jacksja02
2022,NBA,All-Defense,1st,Marcus Smart,smartma01
2022,NBA,All-Defense,2nd,Bam Adebayo,adebaba01
2022,NBA,All-Defense,2nd,Draymond Green,greendr01
2022,NBA,All-Defense,2nd,Jrue Holiday,holidjr01
2022,NBA,All-Defense,2nd,Matisse Thybulle,thybuma01
2022,NBA,All-Defense,2nd,Robert Williams,williro04
2022,NBA,All-NBA,1st,Nikola Jokić,jokicni01
2022,NBA,All-NBA,1st,Giannis Antetokounmpo,antetgi01
2022,NBA,All-NBA,1st,Jayson Tatum,tatumja01
2022,NBA,All-NBA,1st,Luka Dončić,doncilu01
2022,NBA,All-NBA,1st,Devin Booker,bookede01
2022,NBA,All-NBA,2nd,Joel Embiid,embiijo01
2022,NBA,All-NBA,2nd,Kevin Durant,duranke01
2022,NBA,All-NBA,2nd,DeMar DeRozan,derozde01
2022,NBA,All-NBA,2nd,Ja Morant,moranja01
2022,NBA,All-NBA,2nd,Stephen Curry,curryst01
2022,NBA,All-NBA,3rd,Karl-Anthony Towns,townska01
2022,NBA,All-NBA,3rd,LeBron James,jamesle01
2022,NBA,All-NBA,3rd,Pascal Siakam,siakapa01
2022,NBA,All-NBA,3rd,Chris Paul,paulch01
2022,NBA,All-NBA,3rd,Trae Young,youngtr01
2022,NBA,All-Rookie,1st,Scottie Barnes,barnesc01
2022,NBA,All-Rookie,1st,Cade Cunningham,cunnica01
2022,NBA,All-Rookie,1st,Evan Mobley,mobleev01
2022,NBA,All-Rookie,1st,Franz Wagner,wagnefr01
2022,NBA,All-Rookie,1st,Jalen Green,greenja05
2022,NBA,All-Rookie,2nd,Herbert Jones,joneshe01
2022,NBA,All-Rookie,2nd,Josh Giddey,giddejo01
2022,NBA,All-Rookie,2nd,Bones Hyland,hylanbo01
2022,NBA,All-Rookie,2nd,Ayo Dosunmu,dosunay01
2022,NBA,All-Rookie,2nd,Chris Duarte,duartch01
2021,NBA,All-Defense,1st,Rudy Gobert,goberru01
2021,NBA,All-Defense,1st,Ben Simmons,simmobe01
2021,NBA,All-Defense,1st,Draymond Green,greendr01
2021,NBA,All-Defense,1st,Jrue Holiday,holidjr01
2021,NBA,All-Defense,1st,Giannis Antetokounmpo,antetgi01
2021,NBA,All-Defense,2nd,Bam Adebayo,adebaba01
2021,NBA,All-Defense,2nd,Jimmy Butler,butleji01
2021,NBA,All-Defense,2nd,Joel Embiid,embiijo01
2021,NBA,All-Defense,2nd,Matisse Thybulle,thybuma01
2021,NBA,All-Defense,2nd,Kawhi Leonard,leonaka01
2021,NBA,All-NBA,1st,Nikola Jokić,jokicni01
2021,NBA,All-NBA,1st,Giannis Antetokounmpo,antetgi01
2021,NBA,All-NBA,1st,Kawhi Leonard,leonaka01
2021,NBA,All-NBA,1st,Stephen Curry,curryst01
2021,NBA,All-NBA,1st,Luka Dončić,doncilu01
2021,NBA,All-NBA,2nd,Joel Embiid,embiijo01
2021,NBA,All-NBA,2nd,Julius Randle,randlju01
2021,NBA,All-NBA,2nd,LeBron James,jamesle01
2021,NBA,All-NBA,2nd,Chris Paul,paulch01
2021,NBA,All-NBA,2nd,Damian Lillard,lillada01
2021,NBA,All-NBA,3rd,Rudy Gobert,goberru01
2021,NBA,All-NBA,3rd,Jimmy Butler,butleji01
2021,NBA,All-NBA,3rd,Paul George,georgpa01
2021,NBA,All-NBA,3rd,Bradley Beal,bealbr01
2021,NBA,All-NBA,3rd,Kyrie Irving,irvinky01
2021,NBA,All-Rookie,1st,LaMelo Ball,ballla01
2021,NBA,All-Rookie,1st,Saddiq Bey,beysa01
2021,NBA,All-Rookie,1st,Anthony Edwards,edwaran01
2021,NBA,All-Rookie,1st,Tyrese Haliburton,halibty01
2021,NBA,All-Rookie,1st,Jae'Sean Tate,tateja01
2021,NBA,All-Rookie,2nd,Desmond Bane,banede01
2021,NBA,All-Rookie,2nd,Isaac Okoro,okorois01
2021,NBA,All-Rookie,2nd,Immanuel Quickley,quickim01
2021,NBA,All-Rookie,2nd,Isaiah Stewart,stewais01
2021,NBA,All-Rookie,2nd,Patrick Williams,willipa01
2020,NBA,All-Defense,1st,Giannis Antetokounmpo,antetgi01
2020,NBA,All-Defense,1st,Anthony Davis,davisan02
2020,NBA,All-Defense,1st,Ben Simmons,simmobe01
2020,NBA,All-Defense,1st,Rudy Gobert,goberru01
2020,NBA,All-Defense,1st,Marcus Smart,smartma01
2020,NBA,All-Defense,2nd,Kawhi Leonard,leonaka01
2020,NBA,All-Defense,2nd,Brook Lopez,lopezbr01
2020,NBA,All-Defense,2nd,Bam Adebayo,adebaba01
2020,NBA,All-Defense,2nd,Patrick Beverley,beverpa01
2020,NBA,All-Defense,2nd,Eric Bledsoe,bledser01
2020,NBA,All-NBA,1st,Anthony Davis,davisan02
2020,NBA,All-NBA,1st,Giannis Antetokounmpo,antetgi01
2020,NBA,All-NBA,1st,LeBron James,jamesle01
2020,NBA,All-NBA,1st,James Harden,hardeja01
2020,NBA,All-NBA,1st,Luka Dončić,doncilu01
2020,NBA,All-NBA,2nd,Nikola Jokić,jokicni01
2020,NBA,All-NBA,2nd,Kawhi Leonard,leonaka01
2020,NBA,All-NBA,2nd,Pascal Siakam,siakapa01
2020,NBA,All-NBA,2nd,Damian Lillard,lillada01
2020,NBA,All-NBA,2nd,Chris Paul,paulch01
2020,NBA,All-NBA,3rd,Rudy Gobert,goberru01
2020,NBA,All-NBA,3rd,Jayson Tatum,tatumja01
2020,NBA,All-NBA,3rd,Jimmy Butler,butleji01
2020,NBA,All-NBA,3rd,Ben Simmons,simmobe01
2020,NBA,All-NBA,3rd,Russell Westbrook,westbru01
2020,NBA,All-Rookie,1st,Ja Morant,moranja01
2020,NBA,All-Rookie,1st,Kendrick Nunn,nunnke01
2020,NBA,All-Rookie,1st,Brandon Clarke,clarkbr01
2020,NBA,All-Rookie,1st,Zion Williamson,willizi01
2020,NBA,All-Rookie,1st,Eric Paschall,pascher01
2020,NBA,All-Rookie,2nd,Tyler Herro,herroty01
2020,NBA,All-Rookie,2nd,Terence Davis,daviste02
2020,NBA,All-Rookie,2nd,Coby White,whiteco01
2020,NBA,All-Rookie,2nd,P.J. Washington,washipj01
2020,NBA,All-Rookie,2nd,Rui Hachimura,hachiru01
2019,NBA,All-Defense,1st,Rudy Gobert,goberru01
2019,NBA,All-Defense,1st,Paul George,georgpa01
2019,NBA,All-Defense,1st,Giannis Antetokounmpo,antetgi01
2019,NBA,All-Defense,1st,Marcus Smart,smartma01
2019,NBA,All-Defense,1st,Eric Bledsoe,bledser01
2019,NBA,All-Defense,2nd,Jrue Holiday,holidjr01
2019,NBA,All-Defense,2nd,Klay Thompson,thompkl01
2019,NBA,All-Defense,2nd,Joel Embiid,embiijo01
2019,NBA,All-Defense,2nd,Draymond Green,greendr01
2019,NBA,All-Defense,2nd,Kawhi Leonard,leonaka01
2019,NBA,All-NBA,1st,Nikola Jokić,jokicni01
2019,NBA,All-NBA,1st,Giannis Antetokounmpo,antetgi01
2019,NBA,All-NBA,1st,Paul George,georgpa01
2019,NBA,All-NBA,1st,James Harden,hardeja01
2019,NBA,All-NBA,1st,Stephen Curry,curryst01
2019,NBA,All-NBA,2nd,Joel Embiid,embiijo01
2019,NBA,All-NBA,2nd,Kevin Durant,duranke01
2019,NBA,All-NBA,2nd,Kawhi Leonard,leonaka01
2019,NBA,All-NBA,2nd,Damian Lillard,lillada01
2019,NBA,All-NBA,2nd,Kyrie Irving,irvinky01
2019,NBA,All-NBA,3rd,Rudy Gobert,goberru01
2019,NBA,All-NBA,3rd,LeBron James,jamesle01
2019,NBA,All-NBA,3rd,Blake Griffin,griffbl01
2019,NBA,All-NBA,3rd,Kemba Walker,walkeke02
2019,NBA,All-NBA,3rd,Russell Westbrook,westbru01
2019,NBA,All-Rookie,1st,Luka Dončić,doncilu01
2019,NBA,All-Rookie,1st,Trae Young,youngtr01
2019,NBA,All-Rookie,1st,Deandre Ayton,aytonde01
2019,NBA,All-Rookie,1st,Jaren Jackson Jr.,jacksja02
2019,NBA,All-Rookie,1st,Marvin Bagley III,baglema01
2019,NBA,All-Rookie,2nd,Shai Gilgeous-Alexander,gilgesh01
2019,NBA,All-Rookie,2nd,Collin Sexton,sextoco01
2019,NBA,All-Rookie,2nd,Landry Shamet,shamela01
2019,NBA,All-Rookie,2nd,Mitchell Robinson,robinmi01
2019,NBA,All-Rookie,2nd,Kevin Huerter,huertke01
2018,NBA,All-Defense,1st,Rudy Gobert,goberru01
2018,NBA,All-Defense,1st,Anthony Davis,davisan02
2018,NBA,All-Defense,1st,Victor Oladipo,oladivi01
2018,NBA,All-Defense,1st,Robert Covington,covinro01
2018,NBA,All-Defense,1st,Jrue Holiday,holidjr01
2018,NBA,All-Defense,2nd,Joel Embiid,embiijo01
2018,NBA,All-Defense,2nd,Draymond Green,greendr01
2018,NBA,All-Defense,2nd,Al Horford,horfoal01
2018,NBA,All-Defense,2nd,Dejounte Murray,murrade01
2018,NBA,All-Defense,2nd,Jimmy Butler,butleji01
2018,NBA,All-NBA,1st,Anthony Davis,davisan02
2018,NBA,All-NBA,1st,LeBron James,jamesle01
2018,NBA,All-NBA,1st,Kevin Durant,duranke01
2018,NBA,All-NBA,1st,Damian Lillard,lillada01
2018,NBA,All-NBA,1st,James Harden,hardeja01
2018,NBA,All-NBA,2nd,Joel Embiid,embiijo01
2018,NBA,All-NBA,2nd,Giannis Antetokounmpo,antetgi01
2018,NBA,All-NBA,2nd,LaMarcus Aldridge,aldrila01
2018,NBA,All-NBA,2nd,Russell Westbrook,westbru01
2018,NBA,All-NBA,2nd,DeMar DeRozan,derozde01
2018,NBA,All-NBA,3rd,Karl-Anthony Towns,townska01
2018,NBA,All-NBA,3rd,Jimmy Butler,butleji01
2018,NBA,All-NBA,3rd,Paul George,georgpa01
2018,NBA,All-NBA,3rd,Stephen Curry,curryst01
2018,NBA,All-NBA,3rd,Victor Oladipo,oladivi01
2018,NBA,All-Rookie,1st,Donovan Mitchell,mitchdo01
2018,NBA,All-Rookie,1st,Ben Simmons,simmobe01
2018,NBA,All-Rookie,1st,Jayson Tatum,tatumja01
2018,NBA,All-Rookie,1st,Kyle Kuzma,kuzmaky01
2018,NBA,All-Rookie,1st,Lauri Markkanen,markkla01
2018,NBA,All-Rookie,2nd,Dennis Smith Jr.,smithde03
2018,NBA,All-Rookie,2nd,Lonzo Ball,balllo01
2018,NBA,All-Rookie,2nd,John Collins,collijo01
2018,NBA,All-Rookie,2nd,Bogdan Bogdanović,bogdabo01
2018,NBA,All-Rookie,2nd,Josh Jackson,jacksjo02
2017,NBA,All-Defense,1st,Kawhi Leonard,leonaka01
2017,NBA,All-Defense,1st,Draymond Green,greendr01
2017,NBA,All-Defense,1st,Rudy Gobert,goberru01
2017,NBA,All-Defense,1st,Patrick Beverley,beverpa01
2017,NBA,All-Defense,1st,Chris Paul,paulch01
2017,NBA,All-Defense,2nd,Tony Allen,allento01
2017,NBA,All-Defense,2nd,Danny Green,greenda02
2017,NBA,All-Defense,2nd,Andre Roberson,roberan03
2017,NBA,All-Defense,2nd,Anthony Davis,davisan02
2017,NBA,All-Defense,2nd,Giannis Antetokounmpo,antetgi01
2017,NBA,All-NBA,1st,Anthony Davis,davisan02
2017,NBA,All-NBA,1st,LeBron James,jamesle01
2017,NBA,All-NBA,1st,Kawhi Leonard,leonaka01
2017,NBA,All-NBA,1st,James Harden,hardeja01
2017,NBA,All-NBA,1st,Russell Westbrook,westbru01
2017,NBA,All-NBA,2nd,Rudy Gobert,goberru01
2017,NBA,All-NBA,2nd,Giannis Antetokounmpo,antetgi01
2017,NBA,All-NBA,2nd,Kevin Durant,duranke01
2017,NBA,All-NBA,2nd,Stephen Curry,curryst01
2017,NBA,All-NBA,2nd,Isaiah Thomas,thomais02
2017,NBA,All-NBA,3rd,DeAndre Jordan,jordade01
2017,NBA,All-NBA,3rd,Draymond Green,greendr01
2017,NBA,All-NBA,3rd,Jimmy Butler,butleji01
2017,NBA,All-NBA,3rd,John Wall,walljo01
2017,NBA,All-NBA,3rd,DeMar DeRozan,derozde01
2017,NBA,All-Rookie,1st,Malcolm Brogdon,brogdma01
2017,NBA,All-Rookie,1st,Dario Šarić,saricda01
2017,NBA,All-Rookie,1st,Joel Embiid,embiijo01
2017,NBA,All-Rookie,1st,Buddy Hield,hieldbu01
2017,NBA,All-Rookie,1st,Willy Hernangómez,hernawi01
2017,NBA,All-Rookie,2nd,Jamal Murray,murraja01
2017,NBA,All-Rookie,2nd,Jaylen Brown,brownja02
2017,NBA,All-Rookie,2nd,Marquese Chriss,chrisma01
2017,NBA,All-Rookie,2nd,Brandon Ingram,ingrabr01
2017,NBA,All-Rookie,2nd,Yogi Ferrell,ferreyo01
2016,NBA,All-Defense,1st,Kawhi Leonard,leonaka01
2016,NBA,All-Defense,1st,Draymond Green,greendr01
2016,NBA,All-Defense,1st,DeAndre Jordan,jordade01
2016,NBA,All-Defense,1st,Avery Bradley,bradlav01
2016,NBA,All-Defense,1st,Chris Paul,paulch01
2016,NBA,All-Defense,2nd,Paul Millsap,millspa01
2016,NBA,All-Defense,2nd,Paul George,georgpa01
2016,NBA,All-Defense,2nd,Hassan Whiteside,whiteha01
2016,NBA,All-Defense,2nd,Tony Allen,allento01
2016,NBA,All-Defense,2nd,Jimmy Butler,butleji01
2016,NBA,All-NBA,1st,DeAndre Jordan,jordade01
2016,NBA,All-NBA,1st,LeBron James,jamesle01
2016,NBA,All-NBA,1st,Kawhi Leonard,leonaka01
2016,NBA,All-NBA,1st,Stephen Curry,curryst01
2016,NBA,All-NBA,1st,Russell Westbrook,westbru01
2016,NBA,All-NBA,2nd,DeMarcus Cousins,couside01
2016,NBA,All-NBA,2nd,Kevin Durant,duranke01
2016,NBA,All-NBA,2nd,Draymond Green,greendr01
2016,NBA,All-NBA,2nd,Chris Paul,paulch01
2016,NBA,All-NBA,2nd,Damian Lillard,lillada01
2016,NBA,All-NBA,3rd,Andre Drummond,drumman01
2016,NBA,All-NBA,3rd,Paul George,georgpa01
2016,NBA,All-NBA,3rd,LaMarcus Aldridge,aldrila01
2016,NBA,All-NBA,3rd,Klay Thompson,thompkl01
2016,NBA,All-NBA,3rd,Kyle Lowry,lowryky01
2016,NBA,All-Rookie,1st,Karl-Anthony Towns,townska01
2016,NBA,All-Rookie,1st,Kristaps Porziņģis,porzikr01
2016,NBA,All-Rookie,1st,Devin Booker,bookede01
2016,NBA,All-Rookie,1st,Nikola Jokić,jokicni01
2016,NBA,All-Rookie,1st,Jahlil Okafor,okafoja01
2016,NBA,All-Rookie,2nd,Justise Winslow,winslju01
2016,NBA,All-Rookie,2nd,D'Angelo Russell,russeda01
2016,NBA,All-Rookie,2nd,Emmanuel Mudiay,mudiaem01
2016,NBA,All-Rookie,2nd,Myles Turner,turnemy01
2016,NBA,All-Rookie,2nd,Willie Cauley-Stein,caulewi01
2015,NBA,All-Defense,1st,Kawhi Leonard,leonaka01
2015,NBA,All-Defense,1st,Draymond Green,greendr01
2015,NBA,All-Defense,1st,Tony Allen,allento01
2015,NBA,All-Defense,1st,DeAndre Jordan,jordade01
2015,NBA,All-Defense,1st,Chris Paul,paulch01
2015,NBA,All-Defense,2nd,Anthony Davis,davisan02
2015,NBA,All-Defense,2nd,Jimmy Butler,butleji01
2015,NBA,All-Defense,2nd,Andrew Bogut,bogutan01
2015,NBA,All-Defense,2nd,John Wall,walljo01
2015,NBA,All-Defense,2nd,Tim Duncan,duncati01
2015,NBA,All-NBA,1st,Marc Gasol,gasolma01
2015,NBA,All-NBA,1st,LeBron James,jamesle01
2015,NBA,All-NBA,1st,Anthony Davis,davisan02
2015,NBA,All-NBA,1st,Stephen Curry,curryst01
2015,NBA,All-NBA,1st,James Harden,hardeja01
2015,NBA,All-NBA,2nd,DeMarcus Cousins,couside01
2015,NBA,All-NBA,2nd,Pau Gasol,gasolpa01
2015,NBA,All-NBA,2nd,LaMarcus Aldridge,aldrila01
2015,NBA,All-NBA,2nd,Russell Westbrook,westbru01
2015,NBA,All-NBA,2nd,Chris Paul,paulch01
2015,NBA,All-NBA,3rd,DeAndre Jordan,jordade01
2015,NBA,All-NBA,3rd,Blake Griffin,griffbl01
2015,NBA,All-NBA,3rd,Tim Duncan,duncati01
2015,NBA,All-NBA,3rd,Klay Thompson,thompkl01
2015,NBA,All-NBA,3rd,Kyrie Irving,irvinky01
2015,NBA,All-Rookie,1st,Andrew Wiggins,wiggian01
2015,NBA,All-Rookie,1st,Nikola Mirotić,mirotni01
2015,NBA,All-Rookie,1st,Nerlens Noel,noelne01
2015,NBA,All-Rookie,1st,Elfrid Payton,paytoel01
2015,NBA,All-Rookie,1st,Jordan Clarkson,clarkjo01
2015,NBA,All-Rookie,2nd,Marcus Smart,smartma01
2015,NBA,All-Rookie,2nd,Zach LaVine,lavinza01
2015,NBA,All-Rookie,2nd,Bojan Bogdanović,bogdabo02
2015,NBA,All-Rookie,2nd,Jusuf Nurkić,nurkiju01
2015,NBA,All-Rookie,2nd,Langston Galloway,gallola01
2014,NBA,All-Defense,1st,Joakim Noah,noahjo01
2014,NBA,All-Defense,1st,Paul George,georgpa01
2014,NBA,All-Defense,1st,Chris Paul,paulch01
2014,NBA,All-Defense,1st,Serge Ibaka,ibakase01
2014,NBA,All-Defense,1st,Andre Iguodala,iguodan01
2014,NBA,All-Defense,2nd,LeBron James,jamesle01
2014,NBA,All-Defense,2nd,Patrick Beverley,beverpa01
2014,NBA,All-Defense,2nd,Jimmy Butler,butleji01
2014,NBA,All-Defense,2nd,Kawhi Leonard,leonaka01
2014,NBA,All-Defense,2nd,Roy Hibbert,hibbero01
2014,NBA,All-NBA,1st,Joakim Noah,noahjo01
2014,NBA,All-NBA,1st,Kevin Durant,duranke01
2014,NBA,All-NBA,1st,LeBron James,jamesle01
2014,NBA,All-NBA,1st,James Harden,hardeja01
2014,NBA,All-NBA,1st,Chris Paul,paulch01
2014,NBA,All-NBA,2nd,Dwight Howard,howardw01
2014,NBA,All-NBA,2nd,Blake Griffin,griffbl01
2014,NBA,All-NBA,2nd,Kevin Love,loveke01
2014,NBA,All-NBA,2nd,Stephen Curry,curryst01
2014,NBA,All-NBA,2nd,Tony Parker,parketo01
2014,NBA,All-NBA,3rd,Al Jefferson,jeffeal01
2014,NBA,All-NBA,3rd,Paul George,georgpa01
2014,NBA,All-NBA,3rd,LaMarcus Aldridge,aldrila01
2014,NBA,All-NBA,3rd,Goran Dragić,dragigo01
2014,NBA,All-NBA,3rd,Damian Lillard,lillada01
2014,NBA,All-Rookie,1st,Michael Carter-Williams,cartemi01
2014,NBA,All-Rookie,1st,Victor Oladipo,oladivi01
2014,NBA,All-Rookie,1st,Trey Burke,burketr01
2014,NBA,All-Rookie,1st,Mason Plumlee,plumlma01
2014,NBA,All-Rookie,1st,Tim Hardaway Jr.,hardati02
2014,NBA,All-Rookie,2nd,Kelly Olynyk,olynyke01
2014,NBA,All-Rookie,2nd,Giannis Antetokounmpo,antetgi01
2014,NBA,All-Rookie,2nd,Gorgui Dieng,dienggo01
2014,NBA,All-Rookie,2nd,Cody Zeller,zelleco01
2014,NBA,All-Rookie,2nd,Steven Adams,adamsst01
2013,NBA,All-Defense,1st,Tony Allen,allento01
2013,NBA,All-Defense,1st,Serge Ibaka,ibakase01
2013,NBA,All-Defense,1st,LeBron James,jamesle01
2013,NBA,All-Defense,1st,Chris Paul,paulch01
2013,NBA,All-Defense,1st,Tyson Chandler,chandty01
2013,NBA,All-Defense,1st,Joakim Noah,noahjo01
2013,NBA,All-Defense,2nd,Avery Bradley,bradlav01
2013,NBA,All-Defense,2nd,Mike Conley,conlemi01
2013,NBA,All-Defense,2nd,Tim Duncan,duncati01
2013,NBA,All-Defense,2nd,Marc Gasol,gasolma01
2013,NBA,All-Defense,2nd,Paul George,georgpa01
2013,NBA,All-NBA,1st,Tim Duncan,duncati01
2013,NBA,All-NBA,1st,Kevin Durant,duranke01
2013,NBA,All-NBA,1st,LeBron James,jamesle01
2013,NBA,All-NBA,1st,Kobe Bryant,bryanko01
2013,NBA,All-NBA,1st,Chris Paul,paulch01
2013,NBA,All-NBA,2nd,Marc Gasol,gasolma01
2013,NBA,All-NBA,2nd,Carmelo Anthony,anthoca01
2013,NBA,All-NBA,2nd,Blake Griffin,griffbl01
2013,NBA,All-NBA,2nd,Tony Parker,parketo01
2013,NBA,All-NBA,2nd,Russell Westbrook,westbru01
2013,NBA,All-NBA,3rd,Dwight Howard,howardw01
2013,NBA,All-NBA,3rd,Paul George,georgpa01
2013,NBA,All-NBA,3rd,David Lee,leeda02
2013,NBA,All-NBA,3rd,James Harden,hardeja01
2013,NBA,All-NBA,3rd,Dwyane Wade,wadedw01
2013,NBA,All-Rookie,1st,Harrison Barnes,barneha02
2013,NBA,All-Rookie,1st,Bradley Beal,bealbr01
2013,NBA,All-Rookie,1st,Anthony Davis,davisan02
2013,NBA,All-Rookie,1st,Damian Lillard,lillada01
2013,NBA,All-Rookie,1st,Dion Waiters,waitedi01
2013,NBA,All-Rookie,2nd,Andre Drummond,drumman01
2013,NBA,All-Rookie,2nd,Michael Kidd-Gilchrist,kiddgmi01
2013,NBA,All-Rookie,2nd,Kyle Singler,singlky01
2013,NBA,All-Rookie,2nd,Jonas Valančiūnas,valanjo01
2013,NBA,All-Rookie,2nd,Tyler Zeller,zellety01
2012,NBA,All-Defense,1st,Tony Allen,allento01
2012,NBA,All-Defense,1st,Dwight Howard,howardw01
2012,NBA,All-Defense,1st,Serge Ibaka,ibakase01
2012,NBA,All-Defense,1st,LeBron James,jamesle01
2012,NBA,All-Defense,1st,Chris Paul,paulch01
2012,NBA,All-Defense,2nd,Kobe Bryant,bryanko01
2012,NBA,All-Defense,2nd,Tyson Chandler,chandty01
2012,NBA,All-Defense,2nd,Luol Deng,denglu01
2012,NBA,All-Defense,2nd,Kevin Garnett,garneke01
2012,NBA,All-Defense,2nd,Rajon Rondo,rondora01
2012,NBA,All-NBA,1st,Dwight Howard,howardw01
2012,NBA,All-NBA,1st,Kevin Durant,duranke01
2012,NBA,All-NBA,1st,LeBron James,jamesle01
2012,NBA,All-NBA,1st,Kobe Bryant,bryanko01
2012,NBA,All-NBA,1st,Chris Paul,paulch01
2012,NBA,All-NBA,2nd,Andrew Bynum,bynuman01
2012,NBA,All-NBA,2nd,Blake Griffin,griffbl01
2012,NBA,All-NBA,2nd,Kevin Love,loveke01
2012,NBA,All-NBA,2nd,Tony Parker,parketo01
2012,NBA,All-NBA,2nd,Russell Westbrook,westbru01
2012,NBA,All-NBA,3rd,Tyson Chandler,chandty01
2012,NBA,All-NBA,3rd,Carmelo Anthony,anthoca01
2012,NBA,All-NBA,3rd,Dirk Nowitzki,nowitdi01
2012,NBA,All-NBA,3rd,Rajon Rondo,rondora01
2012,NBA,All-NBA,3rd,Dwyane Wade,wadedw01
2012,NBA,All-Rookie,1st,Kenneth Faried,farieke01
2012,NBA,All-Rookie,1st,Kyrie Irving,irvinky01
2012,NBA,All-Rookie,1st,Ricky Rubio,rubiori01
2012,NBA,All-Rookie,1st,Klay Thompson,thompkl01
2012,NBA,All-Rookie,1st,Brandon Knight,knighbr03
2012,NBA,All-Rookie,1st,Kawhi Leonard,leonaka01
2012,NBA,All-Rookie,1st,Iman Shumpert,shumpim01
2012,NBA,All-Rookie,2nd,MarShon Brooks,brookma01
2012,NBA,All-Rookie,2nd,Chandler Parsons,parsoch01
2012,NBA,All-Rookie,2nd,Isaiah Thomas,thomais02
2012,NBA,All-Rookie,2nd,Tristan Thompson,thomptr01
2012,NBA,All-Rookie,2nd,Derrick Williams,willide02
2011,NBA,All-Defense,1st,Kobe Bryant,bryanko01
2011,NBA,All-Defense,1st,Kevin Garnett,garneke01
2011,NBA,All-Defense,1st,Dwight Howard,howardw01
2011,NBA,All-Defense,1st,LeBron James,jamesle01
2011,NBA,All-Defense,1st,Rajon Rondo,rondora01
2011,NBA,All-Defense,2nd,Tony Allen,allento01
2011,NBA,All-Defense,2nd,Tyson Chandler,chandty01
2011,NBA,All-Defense,2nd,Andre Iguodala,iguodan01
2011,NBA,All-Defense,2nd,Joakim Noah,noahjo01
2011,NBA,All-Defense,2nd,Chris Paul,paulch01
2011,NBA,All-NBA,1st,Dwight Howard,howardw01
2011,NBA,All-NBA,1st,Kevin Durant,duranke01
2011,NBA,All-NBA,1st,LeBron James,jamesle01
2011,NBA,All-NBA,1st,Kobe Bryant,bryanko01
2011,NBA,All-NBA,1st,Derrick Rose,rosede01
2011,NBA,All-NBA,2nd,Amar'e Stoudemire,stoudam01
2011,NBA,All-NBA,2nd,Pau Gasol,gasolpa01
2011,NBA,All-NBA,2nd,Dirk Nowitzki,nowitdi01
2011,NBA,All-NBA,2nd,Dwyane Wade,wadedw01
2011,NBA,All-NBA,2nd,Russell Westbrook,westbru01
2011,NBA,All-NBA,3rd,Al Horford,horfoal01
2011,NBA,All-NBA,3rd,LaMarcus Aldridge,aldrila01
2011,NBA,All-NBA,3rd,Zach Randolph,randoza01
2011,NBA,All-NBA,3rd,Manu Ginóbili,ginobma01
2011,NBA,All-NBA,3rd,Chris Paul,paulch01
2011,NBA,All-Rookie,1st,DeMarcus Cousins,couside01
2011,NBA,All-Rookie,1st,Landry Fields,fieldla01
2011,NBA,All-Rookie,1st,Blake Griffin,griffbl01
2011,NBA,All-Rookie,1st,Gary Neal,nealga01
2011,NBA,All-Rookie,1st,John Wall,walljo01
2011,NBA,All-Rookie,2nd,Eric Bledsoe,bledser01
2011,NBA,All-Rookie,2nd,Derrick Favors,favorde01
2011,NBA,All-Rookie,2nd,Paul George,georgpa01
2011,NBA,All-Rookie,2nd,Wesley Johnson,johnswe01
2011,NBA,All-Rookie,2nd,Greg Monroe,monrogr01
2010,NBA,All-Defense,1st,Kobe Bryant,bryanko01
2010,NBA,All-Defense,1st,Dwight Howard,howardw01
2010,NBA,All-Defense,1st,LeBron James,jamesle01
2010,NBA,All-Defense,1st,Rajon Rondo,rondora01
2010,NBA,All-Defense,1st,Gerald Wallace,wallage01
2010,NBA,All-Defense,2nd,Tim Duncan,duncati01
2010,NBA,All-Defense,2nd,Thabo Sefolosha,sefolth01
2010,NBA,All-Defense,2nd,Josh Smith,smithjo03
2010,NBA,All-Defense,2nd,Anderson Varejão,varejan01
