season,lg,tm,player,player_id
2025,NBA,DAL,Cooper Flagg,flaggco01
2025,NBA,SAS,Dylan Harper,harpedy01
2025,NBA,PHI,VJ Edgecombe,edgecvj01
2025,NBA,CHO,Kon Knueppel,knuepko01
2025,NBA,UTA,Ace Bailey,baileac01
2025,NBA,WAS,Tre Johnson,johnstr03
2025,NBA,NOP,Jeremiah Fears,fearsje01
2025,NBA,BRK,Egor Demin,demineg01
2025,NBA,TOR,Collin Murray-Boyles,murraco01
2025,NBA,HOU,Khaman Maluach,maluakh01
2025,NBA,POR,Cedric Coward,cowarce01
2025,NBA,CHI,Noa Essengue,essenno01
2025,NBA,ATL,Derik Queen,queende01
2025,NBA,SAS,Carter Bryant,bryanca01
2025,NBA,OKC,Thomas Sorber,sorbeth01
2025,NBA,MEM,Yang Hansen,yangha01
2025,NBA,MIN,Joan Beringer,berinjo01
2025,NBA,WAS,Walter Clayton,claytwa01
2025,NBA,BRK,Nolan Traoré,traorno01
2025,NBA,MIA,Kasparas Jakucionis,jakucka01
2025,NBA,UTA,Will Riley,rileywi01
2025,NBA,ATL,Drake Powell,poweldr01
2025,NBA,IND,Asa Newell,newelas01
2025,NBA,OKC,Nique Clifford,cliffni01
2025,NBA,ORL,Jase Richardson,richaja02
2025,NBA,BRK,Ben Saraf,sarafbe01
2025,NBA,BRK,Danny Wolf,wolfda01
2025,NBA,BOS,Hugo González,gonzahu01
2025,NBA,PHO,Liam McNeeley,mcneeli01
2025,NBA,LAC,Yanic Konan Niederhauser,konanya01
2025,NBA,MIN,Rasheer Fleming,flemira01
2025,NBA,BOS,Noah Penda,pendano01
2025,NBA,CHO,Sion James,jamessi01
2025,NBA,CHO,Ryan Kalkbrenner,kalkbry01
2025,NBA,PHI,Johni Broome,broomjo01
2025,NBA,BRK,Adou Thiero,thierad01
2025,NBA,DET,Chaz Lanier,laniech01
2025,NBA,SAS,Kam Jones,joneska03
2025,NBA,TOR,Alijah Martin,martial01
2025,NBA,WAS,Micah Peavy,peavymi01
2025,NBA,GSW,Koby Brea,breako01
2025,NBA,SAC,Maxime Raynaud,raynama01
2025,NBA,UTA,Jamir Watkins,watkija01
2025,NBA,OKC,Brooks Barnhizer,barnhbr01
2025,NBA,CHI,Rocco Zikarsky,zikarro01
2025,NBA,ORL,Amari Williams,william01
2025,NBA,MIL,Bogoljub Markovic,markobo01
2025,NBA,MEM,Javon Small,smallja01
2025,NBA,CLE,Tyrese Proctor,proctty01
2025,NBA,NYK,Kobe Sanders,sandeko01
2025,NBA,LAC,Mohamed Diawara,diawamo01
2025,NBA,PHO,Alex Toohey,tooheal01
2025,NBA,UTA,John Tonje,tonjejo01
2025,NBA,IND,Taelon Peter,peterta01
2025,NBA,LAL,Lachlan Olbrich,olbrila01
2025,NBA,MEM,Will Richard,richawi02
2025,NBA,ORL,Max Shulga,shulgma01
2025,NBA,CLE,Saliou Niang,niangsa01
2025,NBA,HOU,Jahmai Mashack,mashaja01
2024,NBA,ATL,Zaccharie Risacher,risacza01
2024,NBA,WAS,Alex Sarr,sarral01
2024,NBA,HOU,Reed Sheppard,sheppre01
2024,NBA,SAS,Stephon Castle,castlst01
2024,NBA,DET,Ron Holland,hollaro01
2024,NBA,CHO,Tidjane Salaün,salauti01
2024,NBA,POR,Donovan Clingan,clingdo01
2024,NBA,SAS,Rob Dillingham,dilliro01
2024,NBA,MEM,Zach Edey,edeyza01
2024,NBA,UTA,Cody Williams,willico04
2024,NBA,CHI,Matas Buzelis,buzelma01
2024,NBA,OKC,Nikola Topić,topicni01
2024,NBA,SAC,Devin Carter,cartede02
2024,NBA,POR,Bub Carrington,carrica01
2024,NBA,MIA,Kel'el Ware,wareke01
2024,NBA,PHI,Jared McCain,mccaija01
2024,NBA,LAL,Dalton Knecht,knechda01
2024,NBA,ORL,Tristan Da Silva,dasiltr01
2024,NBA,TOR,Ja'Kobe Walter,walteja01
2024,NBA,CLE,Jaylon Tyson,tysonja01
2024,NBA,NOP,Yves Missi,missiyv01
2024,NBA,PHO,DaRon Holmes,holmeda01
2024,NBA,MIL,AJ Johnson,johnsaj01
2024,NBA,NYK,Kyshawn George,georgky01
2024,NBA,NYK,Pacome Dadiet,dadiepa01
2024,NBA,WAS,Dillon Jones,jonesdi01
2024,NBA,MIN,Terrence Shannon Jr.,shannte01
2024,NBA,DEN,Ryan Dunn,dunnry01
2024,NBA,UTA,Isaiah Collier,colliis01
2024,NBA,BOS,Baylor Scheierman,scheiba01
2024,NBA,TOR,Jonathan Mogbo,mogbojo01
2024,NBA,UTA,Kyle Filipowski,filipky01
2024,NBA,MIL,Tyler Smith,smithty02
2024,NBA,POR,Tyler Kolek,kolekty01
2024,NBA,SAS,Johnny Furphy,furphjo01
2024,NBA,IND,Juan Nunez,nunezju01
2024,NBA,MIN,Bobi Klintman,klintbo01
2024,NBA,NYK,Ajay Mitchell,mitchaj01
2024,NBA,MEM,Jaylen Wells,wellsja01
2024,NBA,POR,Oso Ighodaro,ighodos01
2024,NBA,PHI,Adem Bona,bonaad01
2024,NBA,CHO,KJ Simpson,simpskj01
2024,NBA,MIA,Nikola Djurisic,djurini01
2024,NBA,HOU,Pelle Larsson,larsspe01
2024,NBA,SAC,Jamal Shead,sheadja01
2024,NBA,LAC,Cam Christie,chrisca02
2024,NBA,ORL,Antonio Reeves,reevean01
2024,NBA,SAS,Harrison Ingram,ingraha01
2024,NBA,IND,Tristen Newton,newtotr01
2024,NBA,IND,Enrique Freeman,freemen01
2024,NBA,NYK,Melvin Ajinça,ajincme01
2024,NBA,GSW,Quinten Post,postqu01
2024,NBA,DET,Cam Spencer,spencca01
2024,NBA,BOS,Anton Watson,watsoan02
2024,NBA,LAL,Bronny James,jamesbr02
2024,NBA,PHO,Kevin McCullar Jr.,mcculke01
2024,NBA,MEM,Ulrich Chomche,chomcul01
2024,NBA,DAL,Ariel Hukporti,hukpoar01
2023,NBA,SAS,Victor Wembanyama,wembavi01
2023,NBA,CHO,Brandon Miller,millebr02
2023,NBA,POR,Scoot Henderson,hendesc01
2023,NBA,HOU,Amen Thompson,thompam01
2023,NBA,DET,Ausar Thompson,thompau01
2023,NBA,ORL,Anthony Black,blackan01
2023,NBA,IND,Bilal Coulibaly,coulibi01
2023,NBA,WAS,Jarace Walker,walkeja02
2023,NBA,UTA,Taylor Hendricks,hendrta01
2023,NBA,DAL,Cason Wallace,wallaca01
2023,NBA,ORL,Jett Howard,howarje01
2023,NBA,OKC,Dereck Lively II,livelde01
2023,NBA,TOR,Gradey Dick,dickgr01
2023,NBA,NOP,Jordan Hawkins,hawkijo01
2023,NBA,ATL,Kobe Bufkin,bufkiko01
2023,NBA,UTA,Keyonte George,georgke01
2023,NBA,LAL,Jalen Hood-Schifino,hoodsja01
2023,NBA,MIA,Jaime Jaquez Jr.,jaqueja01
2023,NBA,GSW,Brandin Podziemski,podzibr01
2023,NBA,HOU,Cam Whitmore,whitmca01
2023,NBA,BRK,Noah Clowney,clownno01
2023,NBA,BRK,Dariq Whitehead,whiteda01
2023,NBA,POR,Kris Murray,murrakr01
2023,NBA,SAC,Olivier-Maxence Prosper,prospol01
2023,NBA,MEM,Marcus Sasser,sassema01
2023,NBA,IND,Ben Sheppard,sheppbe01
2023,NBA,CHO,Nick Smith Jr.,smithni01
2023,NBA,UTA,Brice Sensabaugh,sensabr01
2023,NBA,IND,Julian Strawther,strawju01
2023,NBA,LAC,Kobe Brown,brownko01
2023,NBA,DET,James Nnaji,nnajija01
2023,NBA,IND,Jalen Pickett,pickeja02
2023,NBA,SAS,Leonard Miller,millele01
2023,NBA,CHO,Colby Jones,jonesco02
2023,NBA,BOS,Julian Phillips,phillju01
2023,NBA,ORL,Andre Jackson Jr.,jacksan01
2023,NBA,OKC,Hunter Tyson,tysonhu01
2023,NBA,SAC,Jordan Walsh,walshjo01
2023,NBA,CHO,Mouhamed Gueye,gueyemo02
2023,NBA,DEN,Maxwell Lewis,lewisma05
2023,NBA,CHO,Amari Bailey,baileam01
2023,NBA,WAS,Tristan Vukcevic,vukcetr01
2023,NBA,POR,Rayan Rupert,ruperra01
2023,NBA,SAS,Sidy Cissoko,cissosi01
2023,NBA,MEM,GG Jackson II,jacksgg01
2023,NBA,ATL,Seth Lundy,lundyse01
2023,NBA,LAL,Mojave King,kingmo01
2023,NBA,LAC,Jordan Miller,millejo02
2023,NBA,CLE,Emoni Bates,batesem01
2023,NBA,OKC,Keyontae Johnson,johnske08
2023,NBA,BRK,Jalen Wilson,wilsoja03
2023,NBA,PHO,Toumani Camara,camarto01
2023,NBA,MIN,Jaylen Clark,clarkja02
2023,NBA,SAC,Jalen Slawson,slawsja01
2023,NBA,IND,Isaiah Wong,wongis01
2023,NBA,MEM,Tarik Biberovic,biberta01
2023,NBA,WAS,Trayce Jackson-Davis,jackstr02
2023,NBA,MIL,Chris Livingston,livinch01
2022,NBA,ORL,Paolo Banchero,banchpa01
2022,NBA,OKC,Chet Holmgren,holmgch01
2022,NBA,HOU,Jabari Smith Jr.,smithja05
2022,NBA,SAC,Keegan Murray,murrake02
2022,NBA,DET,Jaden Ivey,iveyja01
2022,NBA,IND,Bennedict Mathurin,mathube01
2022,NBA,POR,Shaedon Sharpe,sharpsh01
2022,NBA,NOP,Dyson Daniels,daniedy01
2022,NBA,SAS,Jeremy Sochan,sochaje01
2022,NBA,WAS,Johnny Davis,davisjo06
2022,NBA,NYK,Ousmane Dieng,diengou01
2022,NBA,OKC,Jalen Williams,willija06
2022,NBA,CHO,Jalen Duren,durenja01
2022,NBA,CLE,Ochai Agbaji,agbajoc01
2022,NBA,CHO,Mark Williams,willima07
2022,NBA,ATL,AJ Griffin,griffaj01
2022,NBA,HOU,Tari Eason,easonta01
2022,NBA,CHI,Dalen Terry,terryda01
2022,NBA,MIN,Jake LaRavia,laravja01
2022,NBA,SAS,Malaki Branham,branhma01
2022,NBA,DEN,Christian Braun,braunch01
2022,NBA,MEM,Walker Kessler,kesslwa01
2022,NBA,PHI,David Roddy,roddyda01
2022,NBA,MIL,MarJon Beauchamp,beaucma01
2022,NBA,SAS,Blake Wesley,weslebl01
2022,NBA,DAL,Wendell Moore Jr.,moorewe01
2022,NBA,MIA,Nikola Jović,jovicni01
2022,NBA,GSW,Patrick Baldwin Jr.,baldwpa01
2022,NBA,MEM,TyTy Washington Jr.,washity02
2022,NBA,OKC,Peyton Watson,watsope01
2022,NBA,IND,Andrew Nembhard,nembhan01
2022,NBA,ORL,Caleb Houstan,houstca01
2022,NBA,TOR,Christian Koloko,kolokch01
2022,NBA,OKC,Jaylin Williams,willija07
2022,NBA,LAL,Max Christie,chrisma02
2022,NBA,POR,Gabriele Procida,prociga01
2022,NBA,SAC,Jaden Hardy,hardyja02
2022,NBA,SAS,Kennedy Chandler,chandke01
2022,NBA,CLE,Khalifa Diop,diopkh01
2022,NBA,MIN,Bryce McGowens,mcgowbr01
2022,NBA,NOP,E.J. Liddell,liddeej01
2022,NBA,NYK,Trevor Keels,keelstr01
2022,NBA,LAC,Moussa Diabaté,diabamo01
2022,NBA,ATL,Ryan Rollins,rolliry01
2022,NBA,CHO,Josh Minott,minotjo01
2022,NBA,DET,Ismael Kamagate,kamagis01
2022,NBA,MEM,Vince Williams Jr.,willivi01
2022,NBA,MIN,Kendall Brown,brownke03
2022,NBA,CLE,Isaiah Mobley,mobleis01
2022,NBA,MIN,Matteo Spagnolo,spagnma01
2022,NBA,GSW,Tyrese Martin,martity01
2022,NBA,NOP,Karlo Matković,matkoka01
2022,NBA,BOS,JD Davison,davisjd01
2022,NBA,WAS,Yannick Nzosa,nzosaya01
2022,NBA,GSW,Gui Santos,santogu01
2022,NBA,CLE,Luke Travers,travelu01
2022,NBA,POR,Jabari Walker,walkeja01
2022,NBA,IND,Hugo Besson,bessohu01
2021,NBA,DET,Cade Cunningham,cunnica01
2021,NBA,HOU,Jalen Green,greenja05
2021,NBA,CLE,Evan Mobley,mobleev01
2021,NBA,TOR,Scottie Barnes,barnesc01
2021,NBA,ORL,Jalen Suggs,suggsja01
2021,NBA,OKC,Josh Giddey,giddejo01
2021,NBA,GSW,Jonathan Kuminga,kuminjo01
2021,NBA,ORL,Franz Wagner,wagnefr01
2021,NBA,SAC,Davion Mitchell,mitchda01
2021,NBA,NOP,Ziaire Williams,willizi02
2021,NBA,CHO,James Bouknight,bouknja01
2021,NBA,SAS,Joshua Primo,primojo01
2021,NBA,IND,Chris Duarte,duartch01
2021,NBA,GSW,Moses Moody,moodymo01
2021,NBA,WAS,Corey Kispert,kispeco01
2021,NBA,OKC,Alperen Şengün,sengual01
2021,NBA,MEM,Trey Murphy III,murphtr02
2021,NBA,OKC,Tre Mann,manntr01
2021,NBA,NYK,Kai Jones,joneska01
2021,NBA,ATL,Jalen Johnson,johnsja05
2021,NBA,NYK,Keon Johnson,johnske07
2021,NBA,LAL,Isaiah Jackson,jacksis01
2021,NBA,HOU,Usman Garuba,garubus01
2021,NBA,HOU,Josh Christopher,chrisjo01
2021,NBA,LAC,Quentin Grimes,grimequ01
2021,NBA,DEN,Bones Hyland,hylanbo01
2021,NBA,BRK,Cam Thomas,thomaca02
2021,NBA,PHI,Jaden Springer,sprinja01
2021,NBA,PHO,Day'Ron Sharpe,sharpda01
2021,NBA,UTA,Santi Aldama,aldamsa01
2021,NBA,MIL,Isaiah Todd,toddis01
2021,NBA,NYK,Jeremiah Robinson-Earl,robinje02
2021,NBA,ORL,Jason Preston,prestja01
2021,NBA,OKC,Rokas Jokubaitis,jokubro01
2021,NBA,NOP,Herbert Jones,joneshe01
2021,NBA,OKC,Miles McBride,mcbrimi01
2021,NBA,DET,JT Thor,thorjt01
2021,NBA,CHI,Ayo Dosunmu,dosunay01
2021,NBA,SAC,Neemias Queta,quetane01
2021,NBA,NOP,Jared Butler,butleja02
2021,NBA,SAS,Joe Wieskamp,wieskjo01
2021,NBA,DET,Isaiah Livers,liveris01
2021,NBA,NOP,Greg Brown III,browngr01
2021,NBA,BRK,Kessler Edwards,edwarke02
2021,NBA,BOS,Juhann Begarin,begarju01
2021,NBA,TOR,Dalano Banton,bantoda01
2021,NBA,TOR,David Johnson,johnsda08
2021,NBA,ATL,Sharife Cooper,coopesh01
2021,NBA,BRK,Marcus Zegarowski,zegarma01
2021,NBA,PHI,Filip Petrušev,petrufi01
2021,NBA,MEM,Brandon Boston Jr.,bostobr01
2021,NBA,DET,Luka Garza,garzalu01
2021,NBA,PHI,Charles Bassey,bassech01
2021,NBA,IND,Sandro Mamukelashvili,mamuksa01
2021,NBA,OKC,Aaron Wiggins,wiggiaa01
2021,NBA,CHO,Scottie Lewis,lewissc01
2021,NBA,CHO,Balša Koprivica,kopriba01
2021,NBA,NYK,Jericho Sims,simsje01
2021,NBA,BRK,RaiQuan Gray,grayra01
2021,NBA,IND,Georgios Kalaitzakis,kalaige01
2020,NBA,MIN,Anthony Edwards,edwaran01
2020,NBA,GSW,James Wiseman,wisemja01
2020,NBA,CHO,LaMelo Ball,ballla01
2020,NBA,CHI,Patrick Williams,willipa01
2020,NBA,CLE,Isaac Okoro,okorois01
2020,NBA,ATL,Onyeka Okongwu,okongon01
2020,NBA,DET,Killian Hayes,hayeski01
2020,NBA,NYK,Obi Toppin,toppiob01
2020,NBA,WAS,Deni Avdija,avdijde01
2020,NBA,PHO,Jalen Smith,smithja04
2020,NBA,SAS,Devin Vassell,vassede01
2020,NBA,SAC,Tyrese Haliburton,halibty01
2020,NBA,NOP,Kira Lewis Jr.,lewiski01
2020,NBA,BOS,Aaron Nesmith,nesmiaa01
2020,NBA,ORL,Cole Anthony,anthoco01
2020,NBA,POR,Isaiah Stewart,stewais01
2020,NBA,MIN,Aleksej Pokusevski,pokusal01
2020,NBA,DAL,Josh Green,greenjo02
2020,NBA,BRK,Saddiq Bey,beysa01
2020,NBA,MIA,Precious Achiuwa,achiupr01
2020,NBA,PHI,Tyrese Maxey,maxeyty01
2020,NBA,DEN,Zeke Nnaji,nnajize01
2020,NBA,NYK,Leandro Bolmaro,bolmale01
2020,NBA,MIL,R.J. Hampton,hamptrj01
2020,NBA,OKC,Immanuel Quickley,quickim01
2020,NBA,BOS,Payton Pritchard,pritcpa01
2020,NBA,UTA,Udoka Azubuike,azubuud01
2020,NBA,LAL,Jaden McDaniels,mcdanja02
2020,NBA,TOR,Malachi Flynn,flynnma01
2020,NBA,BOS,Desmond Bane,banede01
2020,NBA,DAL,Tyrell Terry,terryty01
2020,NBA,CHO,Vernon Carey Jr.,careyve01
2020,NBA,MIN,Daniel Oturu,oturuda01
2020,NBA,PHI,Théo Maledon,maledth01
2020,NBA,SAC,Xavier Tillman Sr.,tillmxa01
2020,NBA,PHI,Tyler Bey,beyty01
2020,NBA,WAS,Vit Krejci,krejcvi01
2020,NBA,UTA,Saben Lee,leesa01
2020,NBA,NOP,Elijah Hughes,hugheel01
2020,NBA,MEM,Robert Woodard II,woodaro01
2020,NBA,SAS,Tre Jones,jonestr01
2020,NBA,NOP,Nick Richards,richani01
2020,NBA,SAC,Jahmi'us Ramsey,ramseja01
2020,NBA,CHI,Marko Simonovic,simonma01
2020,NBA,MIL,Jordan Nwora,nworajo01
2020,NBA,POR,CJ Elleby,ellebcj01
2020,NBA,BOS,Yam Madar,madarya01
2020,NBA,GSW,Nico Mannion,mannini01
2020,NBA,PHI,Isaiah Joe,joeis01
2020,NBA,ATL,Skylar Mays,mayssk01
2020,NBA,GSW,Justinian Jessup,jessuju01
2020,NBA,SAC,KJ Martin,martike04
2020,NBA,OKC,Cassius Winston,winstca01
2020,NBA,IND,Cassius Stanley,stanlca01
2020,NBA,BRK,Jay Scrubb,scrubja01
2020,NBA,CHO,Grant Riller,rillegr01
2020,NBA,LAC,Reggie Perry,perryre01
2020,NBA,PHI,Paul Reed,reedpa01
2020,NBA,TOR,Jalen Harris,harrija01
2020,NBA,NOP,Sam Merrill,merrisa01
2019,NBA,NOP,Zion Williamson,willizi01
2019,NBA,MEM,Ja Morant,moranja01
2019,NBA,NYK,RJ Barrett,barrerj01
2019,NBA,LAL,De'Andre Hunter,huntede01
2019,NBA,CLE,Darius Garland,garlada01
2019,NBA,PHO,Jarrett Culver,culveja01
2019,NBA,CHI,Coby White,whiteco01
2019,NBA,ATL,Jaxson Hayes,hayesja02
2019,NBA,WAS,Rui Hachimura,hachiru01
2019,NBA,ATL,Cam Reddish,reddica01
2019,NBA,MIN,Cameron Johnson,johnsca02
2019,NBA,CHO,P.J. Washington,washipj01
2019,NBA,MIA,Tyler Herro,herroty01
2019,NBA,BOS,Romeo Langford,langfro01
2019,NBA,DET,Sekou Doumbouya,doumbse01
2019,NBA,ORL,Chuma Okeke,okekech01
2019,NBA,BRK,Nickeil Alexander-Walker,alexani01
2019,NBA,IND,Goga Bitadze,bitadgo01
2019,NBA,SAS,Luka Šamanić,samanlu01
2019,NBA,BOS,Matisse Thybulle,thybuma01
2019,NBA,OKC,Brandon Clarke,clarkbr01
2019,NBA,BOS,Grant Williams,willigr01
2019,NBA,UTA,Darius Bazley,bazleda01
2019,NBA,PHI,Ty Jerome,jeromty01
2019,NBA,POR,Nassir Little,littlna01
2019,NBA,CLE,Dylan Windler,windldy01
2019,NBA,BRK,Mfiondu Kabengele,kabenmf01
2019,NBA,GSW,Jordan Poole,poolejo01
2019,NBA,SAS,Keldon Johnson,johnske04
2019,NBA,MIL,Kevin Porter Jr.,porteke02
2019,NBA,BRK,Nic Claxton,claxtni01
2019,NBA,PHO,KZ Okpala,okpalkz01
2019,NBA,PHI,Carsen Edwards,edwarca01
2019,NBA,PHI,Bruno Fernando,fernabr01
2019,NBA,ATL,Didi Louzada,louzama01
2019,NBA,CHO,Cody Martin,martico01
2019,NBA,DAL,Deividas Sirvydis,sirvyde01
2019,NBA,CHI,Daniel Gafford,gaffoda01
2019,NBA,NOP,Alen Smailagić,smailal01
2019,NBA,SAC,Justin James,jamesju01
2019,NBA,GSW,Eric Paschall,pascher01
2019,NBA,PHI,Admiral Schofield,schofad01
2019,NBA,MIN,Jaylen Nowell,nowelja01
2019,NBA,MIA,Bol Bol,bolbo01
2019,NBA,DET,Isaiah Roby,robyis01
2019,NBA,ORL,Talen Horton-Tucker,hortota01
2019,NBA,SAC,Ignas Brazdeikis,brazdig01
2019,NBA,LAC,Terance Mann,mannte01
2019,NBA,SAS,Quinndary Weatherspoon,weathqu01
2019,NBA,IND,Jarrell Brantley,brantja01
2019,NBA,BOS,Tremont Waters,watertr01
2019,NBA,CHO,Jalen McDaniels,mcdanja01
2019,NBA,UTA,Justin Wright-Foreman,wrighju02
2019,NBA,PHI,Marial Shayok,shayoma01
2019,NBA,NYK,Kyle Guy,guyky01
2019,NBA,LAC,Jaylen Hands,handsja01
2019,NBA,NOP,Jordan Bone,bonejo01
2019,NBA,GSW,Miye Oni,onimi01
2019,NBA,TOR,Dewan Hernandez,hernade01
2019,NBA,SAC,Vanja Marinković,marinva01
2018,NBA,PHO,Deandre Ayton,aytonde01
2018,NBA,SAC,Marvin Bagley III,baglema01
2018,NBA,ATL,Luka Dončić,doncilu01
2018,NBA,MEM,Jaren Jackson Jr.,jacksja02
2018,NBA,DAL,Trae Young,youngtr01
2018,NBA,ORL,Mo Bamba,bambamo01
2018,NBA,CHI,Wendell Carter Jr.,cartewe01
2018,NBA,CLE,Collin Sexton,sextoco01
2018,NBA,NYK,Kevin Knox,knoxke01
2018,NBA,PHI,Mikal Bridges,bridgmi01
2018,NBA,CHO,Shai Gilgeous-Alexander,gilgesh01
2018,NBA,LAC,Miles Bridges,bridgmi02
2018,NBA,LAC,Jerome Robinson,robinje01
2018,NBA,DEN,Michael Porter Jr.,portemi01
2018,NBA,WAS,Troy Brown Jr.,browntr01
2018,NBA,PHO,Zhaire Smith,smithzh01
2018,NBA,MIL,Donte DiVincenzo,divindo01
2018,NBA,SAS,Lonnie Walker IV,walkelo01
2018,NBA,ATL,Kevin Huerter,huertke01
2018,NBA,MIN,Josh Okogie,okogijo01
2018,NBA,UTA,Grayson Allen,allengr01
2018,NBA,CHI,Chandler Hutchison,hutchch01
2018,NBA,IND,Aaron Holiday,holidaa01
2018,NBA,POR,Anfernee Simons,simonan01
2018,NBA,LAL,Moritz Wagner,wagnemo01
2018,NBA,PHI,Landry Shamet,shamela01
2018,NBA,BOS,Robert Williams,williro04
2018,NBA,GSW,Jacob Evans,evansja02
2018,NBA,BRK,Džanan Musa,musadz01
2018,NBA,ATL,Omari Spellman,spellom01
2018,NBA,PHO,Elie Okobo,okoboel01
2018,NBA,MEM,Jevon Carter,carteje01
2018,NBA,DAL,Jalen Brunson,brunsja01
2018,NBA,ATL,Devonte' Graham,grahade01
2018,NBA,ORL,Melvin Frazier,frazime01
2018,NBA,NYK,Mitchell Robinson,robinmi01
2018,NBA,SAC,Gary Trent Jr.,trentga02
2018,NBA,PHI,Khyri Thomas,thomakh01
2018,NBA,PHI,Isaac Bonga,bongais01
2018,NBA,BRK,Rodions Kurucs,kurucro01
2018,NBA,ORL,Jarred Vanderbilt,vandeja01
2018,NBA,DET,Bruce Brown,brownbr01
2018,NBA,DEN,Justin Jackson,jacksju02
2018,NBA,WAS,Issuf Sanon,sanonis01
2018,NBA,BRK,Hamidou Diallo,diallha01
2018,NBA,HOU,De'Anthony Melton,meltode01
2018,NBA,LAL,Svi Mykhailiuk,mykhasv01
2018,NBA,MIN,Keita Bates-Diop,bateske01
2018,NBA,SAS,Chimezie Metu,metuch01
2018,NBA,IND,Alize Johnson,johnsal02
2018,NBA,NOP,Tony Carr,carrto01
2018,NBA,UTA,Vince Edwards,edwarvi01
2018,NBA,OKC,Devon Hall,hallde01
2018,NBA,DAL,Shake Milton,miltosh01
2018,NBA,CHO,Arnoldas Kulboka,kulboar01
2018,NBA,PHI,Ray Spalding,spaldra01
2018,NBA,OKC,Kevin Hervey,herveke01
2018,NBA,DEN,Thomas Welsh,welshth01
2018,NBA,PHO,George King,kingge03
2018,NBA,PHI,Kostas Antetokounmpo,antetko01
2017,NBA,PHI,Markelle Fultz,fultzma01
2017,NBA,LAL,Lonzo Ball,balllo01
2017,NBA,BOS,Jayson Tatum,tatumja01
2017,NBA,PHO,Josh Jackson,jacksjo02
2017,NBA,SAC,De'Aaron Fox,foxde01
2017,NBA,ORL,Jonathan Isaac,isaacjo01
2017,NBA,MIN,Lauri Markkanen,markkla01
2017,NBA,NYK,Frank Ntilikina,ntilila01
2017,NBA,DAL,Dennis Smith Jr.,smithde03
2017,NBA,SAC,Zach Collins,colliza01
2017,NBA,CHO,Malik Monk,monkma01
2017,NBA,DET,Luke Kennard,kennalu01
2017,NBA,DEN,Donovan Mitchell,mitchdo01
2017,NBA,MIA,Bam Adebayo,adebaba01
2017,NBA,POR,Justin Jackson,jacksju01
2017,NBA,CHI,Justin Patton,pattoju01
2017,NBA,MIL,D.J. Wilson,wilsodj01
2017,NBA,IND,T.J. Leaf,leaftj01
2017,NBA,ATL,John Collins,collijo01
2017,NBA,POR,Harry Giles,gilesha01
2017,NBA,OKC,Terrance Ferguson,fergute01
2017,NBA,BRK,Jarrett Allen,allenja01
2017,NBA,TOR,OG Anunoby,anunoog01
2017,NBA,UTA,Tyler Lydon,lydonty01
2017,NBA,ORL,Anžejs Pasečņiks,pasecan01
2017,NBA,POR,Caleb Swanigan,swanica01
2017,NBA,BRK,Kyle Kuzma,kuzmaky01
2017,NBA,LAL,Tony Bradley,bradlto01
2017,NBA,SAS,Derrick White,whitede01
2017,NBA,UTA,Josh Hart,hartjo01
2017,NBA,CHO,Frank Jackson,jacksfr01
2017,NBA,PHO,Davon Reed,reedda01
2017,NBA,ORL,Wes Iwundu,iwundwe01
2017,NBA,SAC,Frank Mason III,masonfr01
2017,NBA,ORL,Ivan Rabb,rabbiv01
2017,NBA,PHI,Jonah Bolden,boldejo01
2017,NBA,BOS,Semi Ojeleye,ojelese01
2017,NBA,CHI,Jordan Bell,belljo01
2017,NBA,PHI,Jawun Evans,evansja01
2017,NBA,NOP,Dwayne Bacon,bacondw01
2017,NBA,ATL,Tyler Dorsey,dorsety01
2017,NBA,UTA,Thomas Bryant,bryanth01
2017,NBA,HOU,Isaiah Hartenstein,harteis01
2017,NBA,NYK,Damyean Dotson,dotsoda01
2017,NBA,HOU,Dillon Brooks,brookdi01
2017,NBA,PHI,Sterling Brown,brownst02
2017,NBA,IND,Ike Anigbogu,anigbik01
2017,NBA,MIL,Sindarius Thornwell,thornsi01
2017,NBA,DEN,Vlatko Čančar,cancavl01
2017,NBA,PHI,Mathias Lessort,lessoma01
2017,NBA,DEN,Monte Morris,morrimo01
2017,NBA,NOP,Edmond Sumner,sumneed01
2017,NBA,BOS,Kadeem Allen,allenka01
2017,NBA,PHO,Alec Peters,peteral01
2017,NBA,UTA,Nigel Williams-Goss,willini01
2017,NBA,BOS,Jabari Bird,birdja01
2017,NBA,BRK,Sasha Vezenkov,vezenal01
2017,NBA,NYK,Ognjen Jaramaz,jaramog01
2017,NBA,SAS,Jaron Blossomgame,blossja01
2017,NBA,ATL,Alpha Kaba,kabaal01
2016,NBA,PHI,Ben Simmons,simmobe01
2016,NBA,LAL,Brandon Ingram,ingrabr01
2016,NBA,BOS,Jaylen Brown,brownja02
2016,NBA,PHO,Dragan Bender,bendedr01
2016,NBA,MIN,Kris Dunn,dunnkr01
2016,NBA,NOP,Buddy Hield,hieldbu01
2016,NBA,DEN,Jamal Murray,murraja01
2016,NBA,SAC,Marquese Chriss,chrisma01
2016,NBA,TOR,Jakob Poeltl,poeltja01
2016,NBA,MIL,Thon Maker,makerth01
2016,NBA,ORL,Domantas Sabonis,sabondo01
2016,NBA,UTA,Taurean Prince,princta02
2016,NBA,PHO,Georgios Papagiannis,papagge01
2016,NBA,CHI,Denzel Valentine,valende01
2016,NBA,DEN,Juancho Hernangómez,hernaju01
