season,lg,player,player_id,age
2017,nba,Isaiah Thomas,thomais02,27
2017,nba,Cody Zeller,zelleco01,24
2017,nba,James Harden,hardeja01,27
2017,nba,DeMar DeRozan,derozde01,27
2017,nba,DeMarcus Cousins,couside01,26
2017,nba,Gordon Hayward,haywago01,26
2017,nba,Kyrie Irving,irvinky01,24
2017,nba,Nikola Jokić,jokicni01,21
2017,nba,Blake Griffin,griffbl01,27
2017,nba,Al Horford,horfoal01,30
2017,nba,Malcolm Brogdon,brogdma01,24
2017,nba,Dario Šarić,saricda01,22
2017,nba,Joel Embiid,embiijo01,22
2017,nba,Willy Hernangómez,hernawi01,22
2017,nba,Jamal Murray,murraja01,19
2017,nba,Jaylen Brown,brownja02,20
2017,nba,Marquese Chriss,chrisma01,19
2017,nba,Brandon Ingram,ingrabr01,19
2017,nba,Rodney McGruder,mcgruro01,25
2017,nba,Caris LeVert,leverca01,22
2017,nba,Domantas Sabonis,sabondo01,20
2017,nba,Tyler Ulis,ulisty01,21
2017,nba,Patrick McCaw,mccawpa01,21
2017,nba,Skal Labissière,labissk01,20
2017,nba,Kris Dunn,dunnkr01,22
2017,nba,Juancho Hernangómez,hernaju01,21
2017,nba,Taurean Prince,princta02,22
2017,nba,Isaiah Whitehead,whiteis01,21
2017,nba,Álex Abrines,abrinal01,23
2017,nba,Dāvis Bertāns,bertada01,24
2017,nba,Thon Maker,makerth01,19
2017,nba,Dejounte Murray,murrade01,20
2017,nba,Andrew Harrison,harrian01,22
2017,nba,DeAndre' Bembry,bembrde01,22
2017,nba,Dragan Bender,bendedr01,19
2017,nba,Malcolm Delaney,delanma01,27
2017,nba,Jakob Poeltl,poeltja01,21
2017,nba,Fred VanVleet,vanvlfr01,22
2016,nba,Kawhi Leonard,leonaka01,24
2016,nba,Draymond Green,greendr01,25
2016,nba,Avery Bradley,bradlav01,25
2016,nba,Chris Paul,paulch01,30
2016,nba,DeAndre Jordan,jordade01,27
2016,nba,Hassan Whiteside,whiteha01,26
2016,nba,Tony Allen,allento01,34
2016,nba,Paul Millsap,millspa01,30
2016,nba,Jimmy Butler,butleji01,26
2016,nba,Paul George,georgpa01,25
2016,nba,Rudy Gobert,goberru01,23
2016,nba,Klay Thompson,thompkl01,25
2016,nba,Jae Crowder,crowdja01,25
2016,nba,LeBron James,jamesle01,31
2016,nba,Kyle Lowry,lowryky01,29
2016,nba,Danny Green,greenda02,28
2016,nba,Russell Westbrook,westbru01,27
2016,nba,Tim Duncan,duncati01,39
2016,nba,Ricky Rubio,rubiori01,25
2016,nba,Kentavious Caldwell-Pope,caldwke01,22
2016,nba,Anthony Davis,davisan02,22
2016,nba,Andre Drummond,drumman01,22
2016,nba,Serge Ibaka,ibakase01,26
2016,nba,Stephen Curry,curryst01,27
2016,nba,Andre Iguodala,iguodan01,32
2016,nba,Patrick Beverley,beverpa01,27
2016,nba,Al Horford,horfoal01,29
2016,nba,Marcus Smart,smartma01,21
2016,nba,John Wall,walljo01,25
2016,nba,Giannis Antetokounmpo,antetgi01,21
2016,nba,Trevor Ariza,arizatr01,30
2016,nba,Kent Bazemore,bazemke01,26
2016,nba,Andrew Bogut,bogutan01,31
2016,nba,DeMarcus Cousins,couside01,25
2016,nba,Nicolas Batum,batumni01,27
2016,nba,Victor Oladipo,oladivi01,23
2016,nba,LaMarcus Aldridge,aldrila01,30
2016,nba,Harrison Barnes,barneha02,23
2016,nba,Bismack Biyombo,biyombi01,23
2016,nba,Mike Conley,conlemi01,28
2016,nba,Kevin Durant,duranke01,27
2016,nba,Derrick Favors,favorde01,24
2016,nba,George Hill,hillge01,29
2016,nba,Wesley Matthews,matthwe02,29
2016,nba,Luc Mbah a Moute,mbahalu01,29
2016,nba,Kristaps Porziņģis,porzikr01,20
2016,nba,Andre Roberson,roberan03,24
2016,nba,Mike Scott,scottmi01,27
2016,nba,Dwyane Wade,wadedw01,34
2016,nba,Damian Lillard,lillada01,25
2016,nba,James Harden,hardeja01,26
2016,nba,Karl-Anthony Towns,townska01,20
2016,nba,DeMar DeRozan,derozde01,26
2016,nba,Isaiah Thomas,thomais02,26
2016,nba,Pau Gasol,gasolpa01,35
2016,nba,Dirk Nowitzki,nowitdi01,37
2016,nba,Kemba Walker,walkeke02,25
2016,nba,Gordon Hayward,haywago01,25
2016,nba,Dwight Howard,howardw01,30
2016,nba,Carmelo Anthony,anthoca01,31
2016,nba,Marc Gasol,gasolma01,31
2016,nba,Blake Griffin,griffbl01,26
2016,nba,Brook Lopez,lopezbr01,27
2016,nba,Tony Parker,parketo01,33
2016,nba,Devin Booker,bookede01,19
2016,nba,Nikola Jokić,jokicni01,20
2016,nba,Jahlil Okafor,okafoja01,20
2016,nba,Justise Winslow,winslju01,19
2016,nba,D'Angelo Russell,russeda01,19
2016,nba,Emmanuel Mudiay,mudiaem01,19
2016,nba,Myles Turner,turnemy01,19
2016,nba,Willie Cauley-Stein,caulewi01,22
2016,nba,Josh Richardson,richajo01,22
2016,nba,Frank Kaminsky,kaminfr01,22
2016,nba,Stanley Johnson,johnsst04,19
2016,nba,Trey Lyles,lylestr01,20
2016,nba,Bobby Portis,portibo01,20
2016,nba,T.J. McConnell,mccontj01,23
2016,nba,Mario Hezonja,hezonma01,20
2016,nba,Larry Nance Jr.,nancela02,23
2016,nba,Norman Powell,powelno01,22
2016,nba,Justin Anderson,anderju01,22
2016,nba,Rondae Hollis-Jefferson,holliro01,21
2016,nba,Boban Marjanović,marjabo01,27
2016,nba,Jonathon Simmons,simmojo02,26
2016,nba,Jerian Grant,grantje02,23
2016,nba,Marcelo Huertas,huertma01,32
2016,nba,Raul Neto,netora01,23
2016,nba,Cameron Payne,payneca01,21
2016,nba,Joe Young,youngjo01,23
2015,nba,Kawhi Leonard,leonaka01,23
2015,nba,Draymond Green,greendr01,24
2015,nba,Tony Allen,allento01,33
2015,nba,DeAndre Jordan,jordade01,26
2015,nba,Chris Paul,paulch01,29
2015,nba,Anthony Davis,davisan02,21
2015,nba,Jimmy Butler,butleji01,25
2015,nba,Andrew Bogut,bogutan01,30
2015,nba,John Wall,walljo01,24
2015,nba,Tim Duncan,duncati01,38
2015,nba,Rudy Gobert,goberru01,22
2015,nba,LeBron James,jamesle01,30
2015,nba,Russell Westbrook,westbru01,26
2015,nba,Avery Bradley,bradlav01,24
2015,nba,Michael Kidd-Gilchrist,kiddgmi01,21
2015,nba,Klay Thompson,thompkl01,24
2015,nba,Marc Gasol,gasolma01,30
2015,nba,Danny Green,greenda02,27
2015,nba,Trevor Ariza,arizatr01,29
2015,nba,Stephen Curry,curryst01,26
2015,nba,DeMarre Carroll,carrode01,28
2015,nba,Patrick Beverley,beverpa01,26
2015,nba,Khris Middleton,middlkh01,23
2015,nba,Serge Ibaka,ibakase01,25
2015,nba,Andre Iguodala,iguodan01,31
2015,nba,Paul Millsap,millspa01,29
2015,nba,Jeff Teague,teaguje01,26
2015,nba,Mike Conley,conlemi01,27
2015,nba,Joakim Noah,noahjo01,29
2015,nba,Nerlens Noel,noelne01,20
2015,nba,P.J. Tucker,tuckepj01,29
2015,nba,Giannis Antetokounmpo,antetgi01,20
2015,nba,Pau Gasol,gasolpa01,34
2015,nba,Wesley Matthews,matthwe02,28
2015,nba,James Harden,hardeja01,25
2015,nba,Marcus Smart,smartma01,20
2015,nba,Hassan Whiteside,whiteha01,25
2015,nba,Eric Bledsoe,bledser01,25
2015,nba,DeMarcus Cousins,couside01,24
2015,nba,Andre Drummond,drumman01,21
2015,nba,Manu Ginóbili,ginobma01,37
2015,nba,Blake Griffin,griffbl01,25
2015,nba,George Hill,hillge01,28
2015,nba,Al Horford,horfoal01,28
2015,nba,Victor Oladipo,oladivi01,22
2015,nba,Zaza Pachulia,pachuza01,30
2015,nba,Elfrid Payton,paytoel01,20
2015,nba,Zach Randolph,randoza01,33
2015,nba,Rajon Rondo,rondora01,28
2015,nba,Iman Shumpert,shumpim01,24
2015,nba,Dwyane Wade,wadedw01,33
2015,nba,LaMarcus Aldridge,aldrila01,29
2015,nba,Kyrie Irving,irvinky01,22
2015,nba,Damian Lillard,lillada01,24
2015,nba,Nikola Vučević,vucevni01,24
2015,nba,DeMar DeRozan,derozde01,25
2015,nba,Rudy Gay,gayru01,28
2015,nba,Gordon Hayward,haywago01,24
2015,nba,Kyle Korver,korveky01,33
2015,nba,Dirk Nowitzki,nowitdi01,36
2015,nba,Carmelo Anthony,anthoca01,30
2015,nba,Tyson Chandler,chandty01,32
2015,nba,Brook Lopez,lopezbr01,26
2015,nba,Kevin Love,loveke01,26
2015,nba,Kyle Lowry,lowryky01,28
2015,nba,Andrew Wiggins,wiggian01,19
2015,nba,Nikola Mirotić,mirotni01,23
2015,nba,Jordan Clarkson,clarkjo01,22
2015,nba,Zach LaVine,lavinza01,19
2015,nba,Bojan Bogdanović,bogdabo02,25
2015,nba,Jusuf Nurkić,nurkiju01,20
2015,nba,Langston Galloway,gallola01,23
2015,nba,Rodney Hood,hoodro01,22
2015,nba,Dante Exum,exumda01,19
2015,nba,Jabari Parker,parkeja01,19
2015,nba,Mitch McGary,mcgarmi01,22
2015,nba,Aaron Gordon,gordoaa01,19
2015,nba,Spencer Dinwiddie,dinwisp01,21
2015,nba,Jerami Grant,grantje01,20
2015,nba,Kostas Papanikolaou,papanko01,24
2015,nba,T.J. Warren,warretj01,21
2015,nba,Damjan Rudež,rudezda01,28
2015,nba,Joe Ingles,inglejo01,27
2015,nba,JaKarr Sampson,sampsja02,21
2015,nba,James Ennis III,ennisja01,24
2015,nba,Cory Jefferson,jeffeco01,24
2015,nba,Tyler Johnson,johnsty01,22
2015,nba,Shabazz Napier,napiesh01,23
2015,nba,Nik Stauskas,stausni01,21
2015,nba,James Young,youngja01,19
2014,nba,Joakim Noah,noahjo01,28
2014,nba,Paul George,georgpa01,23
2014,nba,Chris Paul,paulch01,28
2014,nba,Serge Ibaka,ibakase01,24
2014,nba,Andre Iguodala,iguodan01,30
2014,nba,LeBron James,jamesle01,29
2014,nba,Patrick Beverley,beverpa01,25
2014,nba,Jimmy Butler,butleji01,24
2014,nba,Kawhi Leonard,leonaka01,22
2014,nba,Roy Hibbert,hibbero01,27
2014,nba,DeAndre Jordan,jordade01,25
2014,nba,Anthony Davis,davisan02,20
2014,nba,Tony Allen,allento01,32
2014,nba,Tim Duncan,duncati01,37
2014,nba,Dwight Howard,howardw01,28
2014,nba,Mike Conley,conlemi01,26
2014,nba,Taj Gibson,gibsota01,28
2014,nba,Ricky Rubio,rubiori01,23
2014,nba,Lance Stephenson,stephla01,23
2014,nba,P.J. Tucker,tuckepj01,28
2014,nba,Kevin Durant,duranke01,25
2014,nba,Kyle Lowry,lowryky01,27
2014,nba,Eric Bledsoe,bledser01,24
2014,nba,Marc Gasol,gasolma01,29
2014,nba,Thabo Sefolosha,sefolth01,29
2014,nba,John Wall,walljo01,23
2014,nba,Kirk Hinrich,hinriki01,33
2014,nba,Trevor Ariza,arizatr01,28
2014,nba,Avery Bradley,bradlav01,23
2014,nba,Klay Thompson,thompkl01,23
2014,nba,Russell Westbrook,westbru01,25
2014,nba,Andrew Bogut,bogutan01,29
2014,nba,Chris Bosh,boshch01,29
2014,nba,Luol Deng,denglu01,28
2014,nba,Wesley Matthews,matthwe02,27
2014,nba,Tony Parker,parketo01,31
2014,nba,Nicolas Batum,batumni01,25
2014,nba,Stephen Curry,curryst01,25
2014,nba,Danny Green,greenda02,26
2014,nba,Michael Kidd-Gilchrist,kiddgmi01,20
2014,nba,Shaun Livingston,livinsh01,28
2014,nba,Victor Oladipo,oladivi01,21
2014,nba,Matt Barnes,barnema02,33
2014,nba,DeMarre Carroll,carrode01,27
2014,nba,James Harden,hardeja01,24
2014,nba,George Hill,hillge01,27
2014,nba,Jeff Teague,teaguje01,25
2014,nba,Dwyane Wade,wadedw01,32
2014,nba,Kemba Walker,walkeke02,23
2014,nba,David West,westda01,33
2014,nba,Arron Afflalo,afflaar01,28
2014,nba,Corey Brewer,breweco01,27
2014,nba,Michael Carter-Williams,cartemi01,22
2014,nba,Darren Collison,collida01,26
2014,nba,DeMar DeRozan,derozde01,24
2014,nba,Andre Drummond,drumman01,20
2014,nba,Monta Ellis,ellismo01,28
2014,nba,Danny Granger,grangda01,30
2014,nba,Draymond Green,greendr01,23
2014,nba,Reggie Jackson,jacksre01,23
2014,nba,David Lee,leeda02,30
2014,nba,Paul Millsap,millspa01,28
2014,nba,Rajon Rondo,rondora01,27
2014,nba,Blake Griffin,griffbl01,24
2014,nba,Kevin Love,loveke01,25
2014,nba,LaMarcus Aldridge,aldrila01,28
2014,nba,Al Jefferson,jeffeal01,29
2014,nba,Damian Lillard,lillada01,23
2014,nba,Goran Dragić,dragigo01,27
2014,nba,Carmelo Anthony,anthoca01,29
2014,nba,Dirk Nowitzki,nowitdi01,35
2014,nba,DeMarcus Cousins,couside01,23
2014,nba,Kyrie Irving,irvinky01,21
2014,nba,Joe Johnson,johnsjo02,32
2014,nba,Zach Randolph,randoza01,32
2014,nba,Ty Lawson,lawsoty01,26
2014,nba,Trey Burke,burketr01,21
2014,nba,Mason Plumlee,plumlma01,23
2014,nba,Tim Hardaway Jr.,hardati02,21
2014,nba,Kelly Olynyk,olynyke01,22
2014,nba,Giannis Antetokounmpo,antetgi01,19
2014,nba,Gorgui Dieng,dienggo01,24
2014,nba,Cody Zeller,zelleco01,21
2014,nba,Steven Adams,adamsst01,20
2014,nba,Ben McLemore,mclembe01,20
2014,nba,Pero Antić,anticpe01,31
2014,nba,Nick Calathes,calatni01,24
2014,nba,Ryan Kelly,kellyry01,22
2014,nba,Matthew Dellavedova,dellama01,23
2014,nba,Nate Wolters,woltena01,22
2014,nba,Ray McCallum,mccalra01,22
2014,nba,Kentavious Caldwell-Pope,caldwke01,20
2014,nba,Hollis Thompson,thompho01,22
2014,nba,Tony Snell,snellto01,22
2014,nba,Phil Pressey,pressph01,22
2014,nba,Anthony Bennett,bennean01,20
2014,nba,Reggie Bullock,bullore01,22
2014,nba,Robert Covington,covinro01,23
2014,nba,Alex Len,lenal01,20
2014,nba,CJ McCollum,mccolcj01,22
2014,nba,Shabazz Muhammad,muhamsh01,21
2014,nba,Andre Roberson,roberan03,22
2014,nba,Jeff Withey,witheje01,23
2013,nba,Tony Allen,allento01,31
2013,nba,LeBron James,jamesle01,28
2013,nba,Serge Ibaka,ibakase01,23
2013,nba,Chris Paul,paulch01,27
2013,nba,Tyson Chandler,chandty01,30
2013,nba,Joakim Noah,noahjo01,27
2013,nba,Paul George,georgpa01,22
2013,nba,Avery Bradley,bradlav01,22
2013,nba,Tim Duncan,duncati01,36
2013,nba,Mike Conley,conlemi01,25
2013,nba,Marc Gasol,gasolma01,28
2013,nba,Andre Iguodala,iguodan01,29
2013,nba,Larry Sanders,sandela01,24
2013,nba,Thabo Sefolosha,sefolth01,28
2013,nba,Luol Deng,denglu01,27
2013,nba,Dwight Howard,howardw01,27
2013,nba,Kobe Bryant,bryanko01,34
2013,nba,Roy Hibbert,hibbero01,26
2013,nba,Kenneth Faried,farieke01,23
2013,nba,Russell Westbrook,westbru01,24
2013,nba,Shane Battier,battish01,34
2013,nba,Nicolas Batum,batumni01,24
2013,nba,Corey Brewer,breweco01,26
2013,nba,George Hill,hillge01,26
2013,nba,Mike James,jamesmi01,37
2013,nba,Kawhi Leonard,leonaka01,21
2013,nba,Tony Parker,parketo01,30
2013,nba,Dwyane Wade,wadedw01,31
2013,nba,Metta World Peace,artesro01,33
2013,nba,Eric Bledsoe,bledser01,23
2013,nba,Kevin Durant,duranke01,24
2013,nba,Jrue Holiday,holidjr01,22
2013,nba,Andrei Kirilenko,kirilan01,31
2013,nba,Iman Shumpert,shumpim01,22
2013,nba,David West,westda01,32
2013,nba,Carmelo Anthony,anthoca01,28
2013,nba,Blake Griffin,griffbl01,23
2013,nba,James Harden,hardeja01,23
2013,nba,David Lee,leeda02,29
2013,nba,Brook Lopez,lopezbr01,24
2013,nba,Stephen Curry,curryst01,24
2013,nba,LaMarcus Aldridge,aldrila01,27
2013,nba,Chris Bosh,boshch01,28
2013,nba,Zach Randolph,randoza01,31
2013,nba,Al Horford,horfoal01,26
2013,nba,Paul Pierce,piercpa01,35
2013,nba,Al Jefferson,jeffeal01,28
2013,nba,Kevin Garnett,garneke01,36
2013,nba,Ty Lawson,lawsoty01,25
2013,nba,Josh Smith,smithjo03,27
2013,nba,Deron Williams,willide01,28
2013,nba,Pau Gasol,gasolpa01,32
2013,nba,Ömer Aşık,asikom01,26
2013,nba,Raymond Felton,feltora01,28
2013,nba,Kyrie Irving,irvinky01,20
2013,nba,Carlos Boozer,boozeca01,31
2013,nba,Rudy Gay,gayru01,26
2013,nba,J.J. Hickson,hicksjj01,24
2013,nba,Dirk Nowitzki,nowitdi01,34
2013,nba,Nikola Peković,pekovni01,27
2013,nba,Rajon Rondo,rondora01,26
2013,nba,Nikola Vučević,vucevni01,22
2013,nba,Damian Lillard,lillada01,22
2013,nba,Bradley Beal,bealbr01,19
2013,nba,Anthony Davis,davisan02,19
2013,nba,Dion Waiters,waitedi01,21
2013,nba,Harrison Barnes,barneha02,20
2013,nba,Andre Drummond,drumman01,19
2013,nba,Jonas Valančiūnas,valanjo01,20
2013,nba,Michael Kidd-Gilchrist,kiddgmi01,19
2013,nba,Kyle Singler,singlky01,24
2013,nba,Tyler Zeller,zellety01,23
2013,nba,Maurice Harkless,harklma01,19
2013,nba,Alexey Shved,shvedal01,24
2013,nba,Chris Copeland,copelch01,28
2013,nba,Brian Roberts,roberbr01,27
2013,nba,Andrew Nicholson,nichoan01,23
2013,nba,Jae Crowder,crowdja01,22
2013,nba,Festus Ezeli,ezelife01,23
2013,nba,Draymond Green,greendr01,22
2013,nba,John Jenkins,jenkijo01,21
2013,nba,Terrence Jones,joneste01,21
2013,nba,Pablo Prigioni,prigipa01,35
2013,nba,Terrence Ross,rosste01,21
2013,nba,Jeff Taylor,tayloje03,23
2012,nba,LeBron James,jamesle01,27
2012,nba,Serge Ibaka,ibakase01,22
2012,nba,Dwight Howard,howardw01,26
2012,nba,Chris Paul,paulch01,26
2012,nba,Tony Allen,allento01,30
2012,nba,Tyson Chandler,chandty01,29
2012,nba,Rajon Rondo,rondora01,25
2012,nba,Kevin Garnett,garneke01,35
2012,nba,Luol Deng,denglu01,26
2012,nba,Kobe Bryant,bryanko01,33
2012,nba,Andre Iguodala,iguodan01,28
2012,nba,Joakim Noah,noahjo01,26
2012,nba,Iman Shumpert,shumpim01,21
2012,nba,Paul George,georgpa01,21
2012,nba,Russell Westbrook,westbru01,23
2012,nba,Josh Smith,smithjo03,26
2012,nba,Tim Duncan,duncati01,35
2012,nba,Grant Hill,hillgr01,39
2012,nba,Thabo Sefolosha,sefolth01,27
2012,nba,Dwyane Wade,wadedw01,30
2012,nba,Avery Bradley,bradlav01,21
2012,nba,Marc Gasol,gasolma01,27
2012,nba,Shawn Marion,mariosh01,33
2012,nba,Metta World Peace,artesro01,32
2012,nba,Mike Conley,conlemi01,24
2012,nba,Joe Johnson,johnsjo02,30
2012,nba,Carlos Boozer,boozeca01,30
2012,nba,Jrue Holiday,holidjr01,21
2012,nba,Luc Mbah a Moute,mbahalu01,25
2012,nba,Derrick Rose,rosede01,23
2012,nba,Kevin Durant,duranke01,23
2012,nba,Andrew Bynum,bynuman01,24
2012,nba,Tony Parker,parketo01,29
2012,nba,Kevin Love,loveke01,23
2012,nba,Blake Griffin,griffbl01,22
2012,nba,Carmelo Anthony,anthoca01,27
2012,nba,Dirk Nowitzki,nowitdi01,33
2012,nba,LaMarcus Aldridge,aldrila01,26
2012,nba,Paul Pierce,piercpa01,34
2012,nba,Al Jefferson,jeffeal01,27
2012,nba,Pau Gasol,gasolpa01,31
2012,nba,Steve Nash,nashst01,37
2012,nba,Deron Williams,willide01,27
2012,nba,Rudy Gay,gayru01,25
2012,nba,James Harden,hardeja01,22
2012,nba,Roy Hibbert,hibbero01,25
2012,nba,Manu Ginóbili,ginobma01,34
2012,nba,Danny Granger,grangda01,28
2012,nba,Chris Bosh,boshch01,27
2012,nba,Monta Ellis,ellismo01,26
2012,nba,Marcin Gortat,gortama01,27
2012,nba,Paul Millsap,millspa01,26
2012,nba,Luis Scola,scolalu01,31
2012,nba,DeMarcus Cousins,couside01,21
2012,nba,David Lee,leeda02,28
2012,nba,Kyrie Irving,irvinky01,19
2012,nba,Ricky Rubio,rubiori01,21
2012,nba,Kenneth Faried,farieke01,22
2012,nba,Klay Thompson,thompkl01,21
2012,nba,Kawhi Leonard,leonaka01,20
2012,nba,Brandon Knight,knighbr03,20
2012,nba,Chandler Parsons,parsoch01,23
2012,nba,Isaiah Thomas,thomais02,22
2012,nba,MarShon Brooks,brookma01,23
2012,nba,Tristan Thompson,thomptr01,20
2012,nba,Derrick Williams,willide02,20
2012,nba,Markieff Morris,morrima02,22
2012,nba,Kemba Walker,walkeke02,21
2012,nba,Bismack Biyombo,biyombi01,19
2012,nba,Alec Burks,burksal01,20
2012,nba,Norris Cole,coleno01,23
2012,nba,Gustavo Ayón,ayongu01,26
2012,nba,Enes Freedom,kanteen01,19
2012,nba,Greg Stiemsma,stiemgr01,26
2012,nba,Nikola Vučević,vucevni01,21
2011,nba,Dwight Howard,howardw01,25
2011,nba,Rajon Rondo,rondora01,24
2011,nba,LeBron James,jamesle01,26
2011,nba,Kobe Bryant,bryanko01,32
2011,nba,Kevin Garnett,garneke01,34
2011,nba,Tony Allen,allento01,29
2011,nba,Chris Paul,paulch01,25
2011,nba,Tyson Chandler,chandty01,28
2011,nba,Andre Iguodala,iguodan01,27
2011,nba,Joakim Noah,noahjo01,25
2011,nba,Derrick Rose,rosede01,22
2011,nba,Dwyane Wade,wadedw01,29
2011,nba,Russell Westbrook,westbru01,22
2011,nba,Luol Deng,denglu01,25
2011,nba,Tim Duncan,duncati01,34
2011,nba,Grant Hill,hillgr01,38
2011,nba,Gerald Wallace,wallage01,28
2011,nba,Chuck Hayes,hayesch01,27
2011,nba,Al Horford,horfoal01,24
2011,nba,Josh Smith,smithjo03,25
2011,nba,Metta World Peace,artesro01,31
2011,nba,Serge Ibaka,ibakase01,21
2011,nba,Shane Battier,battish01,32
2011,nba,Thabo Sefolosha,sefolth01,26
2011,nba,Wesley Matthews,matthwe02,24
2011,nba,Nicolas Batum,batumni01,22
2011,nba,Kendrick Perkins,perkike01,26
2011,nba,Keith Bogans,boganke01,30
2011,nba,Manu Ginóbili,ginobma01,33
2011,nba,Joe Johnson,johnsjo02,29
2011,nba,Kyle Lowry,lowryky01,24
2011,nba,Luc Mbah a Moute,mbahalu01,24
2011,nba,Lamar Odom,odomla01,31
2011,nba,Arron Afflalo,afflaar01,25
2011,nba,Andrew Bogut,bogutan01,26
2011,nba,Ronnie Brewer,brewero02,25
2011,nba,Andrew Bynum,bynuman01,23
2011,nba,Nenê,hilarne01,28
2011,nba,Kirk Hinrich,hinriki01,30
2011,nba,Jrue Holiday,holidjr01,20
2011,nba,Shawn Marion,mariosh01,32
2011,nba,Tayshaun Prince,princta01,30
2011,nba,Kevin Durant,duranke01,22
2011,nba,Dirk Nowitzki,nowitdi01,32
2011,nba,Amar'e Stoudemire,stoudam01,28
2011,nba,Pau Gasol,gasolpa01,30
2011,nba,LaMarcus Aldridge,aldrila01,25
2011,nba,Zach Randolph,randoza01,29
2011,nba,Paul Pierce,piercpa01,33
2011,nba,Carmelo Anthony,anthoca01,26
2011,nba,Kevin Love,loveke01,22
2011,nba,Blake Griffin,griffbl01,21
2011,nba,Tony Parker,parketo01,28
2011,nba,Deron Williams,willide01,26
2011,nba,Steve Nash,nashst01,36
2011,nba,Monta Ellis,ellismo01,25
2011,nba,Kevin Martin,martike02,27
2011,nba,Marc Gasol,gasolma01,26
2011,nba,Al Jefferson,jeffeal01,26
2011,nba,Andrea Bargnani,bargnan01,25
2011,nba,Chris Bosh,boshch01,26
2011,nba,Ray Allen,allenra02,35
2011,nba,Eric Gordon,gordoer01,22
2011,nba,Jason Kidd,kiddja01,37
2011,nba,Emeka Okafor,okafoem01,28
2011,nba,Luis Scola,scolalu01,30
2011,nba,John Wall,walljo01,20
2011,nba,Landry Fields,fieldla01,22
2011,nba,DeMarcus Cousins,couside01,20
2011,nba,Gary Neal,nealga01,26
2011,nba,Greg Monroe,monrogr01,20
2011,nba,Wesley Johnson,johnswe01,23
2011,nba,Eric Bledsoe,bledser01,21
2011,nba,Paul George,georgpa01,20
2011,nba,Evan Turner,turneev01,22
2011,nba,Ed Davis,davised01,21
2011,nba,Gordon Hayward,haywago01,20
2011,nba,Ömer Aşık,asikom01,24
2011,nba,Patrick Patterson,pattepa01,21
2011,nba,Al-Farouq Aminu,aminual01,20
2011,nba,Tiago Splitter,splitti01,26
2011,nba,Trevor Booker,booketr01,23
2011,nba,Christian Eyenga,eyengch01,21
2011,nba,Ekpe Udoh,udohek01,23
2010,nba,Dwight Howard,howardw01,24
2010,nba,Rajon Rondo,rondora01,23
2010,nba,LeBron James,jamesle01,25
2010,nba,Kobe Bryant,bryanko01,31
2010,nba,Gerald Wallace,wallage01,27
2010,nba,Tim Duncan,duncati01,33
2010,nba,Josh Smith,smithjo03,24
2010,nba,Dwyane Wade,wadedw01,28
2010,nba,Anderson Varejão,varejan01,27
2010,nba,Thabo Sefolosha,sefolth01,25
2010,nba,Marcus Camby,cambyma01,35
2010,nba,Jason Kidd,kiddja01,36
2010,nba,Metta World Peace,artesro01,30
2010,nba,Deron Williams,willide01,25
2010,nba,Kirk Hinrich,hinriki01,29
2010,nba,Andrew Bogut,bogutan01,25
2010,nba,Luc Mbah a Moute,mbahalu01,23
2010,nba,Arron Afflalo,afflaar01,24
2010,nba,Kevin Garnett,garneke01,33
2010,nba,Kenyon Martin,martike01,32
2010,nba,Shane Battier,battish01,31
2010,nba,Grant Hill,hillgr01,37
2010,nba,Joakim Noah,noahjo01,24
2010,nba,Kendrick Perkins,perkike01,25
2010,nba,Trevor Ariza,arizatr01,24
2010,nba,Andrei Kirilenko,kirilan01,28
2010,nba,Russell Westbrook,westbru01,21
2010,nba,Nicolas Batum,batumni01,21
2010,nba,Manu Ginóbili,ginobma01,32
2010,nba,George Hill,hillge01,23
2010,nba,Andre Iguodala,iguodan01,26
2010,nba,Joe Johnson,johnsjo02,28
2010,nba,Jermaine O'Neal,onealje01,31
2010,nba,Lamar Odom,odomla01,30
2010,nba,Luis Scola,scolalu01,29
2010,nba,Chauncey Billups,billuch01,33
2010,nba,Caron Butler,butleca01,29
2010,nba,Jared Dudley,dudleja01,24
2010,nba,Kevin Durant,duranke01,21
2010,nba,Raymond Felton,feltora01,25
2010,nba,Marc Gasol,gasolma01,25
2010,nba,Pau Gasol,gasolpa01,29
2010,nba,Chuck Hayes,hayesch01,26
2010,nba,Brendan Haywood,haywobr01,30
2010,nba,Nenê,hilarne01,27
2010,nba,Al Horford,horfoal01,23
2010,nba,Serge Ibaka,ibakase01,20
2010,nba,Ersan İlyasova,ilyaser01,22
2010,nba,Stephen Jackson,jacksst02,31
2010,nba,Chris Paul,paulch01,24
2010,nba,Tayshaun Prince,princta01,29
2010,nba,Earl Watson,watsoea01,30
2010,nba,Steve Nash,nashst01,35
2010,nba,Dirk Nowitzki,nowitdi01,31
2010,nba,Carmelo Anthony,anthoca01,25
2010,nba,Amar'e Stoudemire,stoudam01,27
2010,nba,Brandon Roy,roybr01,25
2010,nba,Chris Bosh,boshch01,25
2010,nba,David Lee,leeda02,26
2010,nba,Carlos Boozer,boozeca01,28
2010,nba,Zach Randolph,randoza01,28
2010,nba,Derrick Rose,rosede01,21
2010,nba,Chris Kaman,kamanch01,27
2010,nba,Brook Lopez,lopezbr01,21
2010,nba,Paul Pierce,piercpa01,32
2010,nba,Andrew Bynum,bynuman01,22
