season,award,player,player_id,age,winner
2021,nba mip,Chris Boucher,bouchch01,28,False
2021,nba mip,Jaylen Brown,brownja02,24,False
2021,nba mip,Mikal Bridges,bridgmi01,24,False
2021,nba mip,Zion Williamson,willizi01,20,False
2021,nba mip,Clint Capela,capelca01,26,False
2021,nba mip,Jordan Clarkson,clarkjo01,28,False
2021,nba mip,Luguentz Dort,dortlu01,21,False
2021,nba mip,Darius Garland,garlada01,21,False
2021,nba mip,Jordan Poole,poolejo01,21,False
2021,nba mip,Nikola Vučević,vucevni01,30,False
2021,nba mip,Kyle Anderson,anderky01,27,False
2021,nba mip,RJ Barrett,barrerj01,20,False
2021,nba mip,Miles Bridges,bridgmi02,22,False
2021,nba mip,Lonzo Ball,balllo01,23,False
2021,nba mip,Bojan Bogdanović,bogdabo02,31,False
2021,nba mip,Shai Gilgeous-Alexander,gilgesh01,22,False
2021,nba mip,Richaun Holmes,holmeri01,27,False
2021,nba mip,T.J. McConnell,mccontj01,28,False
2021,nba mip,Terry Rozier,roziete01,26,False
2021,nba mip,Andrew Wiggins,wiggian01,25,False
2021,nba mvp,Nikola Jokić,jokicni01,25,True
2021,nba mvp,Joel Embiid,embiijo01,26,False
2021,nba mvp,Stephen Curry,curryst01,32,False
2021,nba mvp,Giannis Antetokounmpo,antetgi01,26,False
2021,nba mvp,Chris Paul,paulch01,35,False
2021,nba mvp,Luka Dončić,doncilu01,21,False
2021,nba mvp,Damian Lillard,lillada01,30,False
2021,nba mvp,Julius Randle,randlju01,26,False
2021,nba mvp,Derrick Rose,rosede01,32,False
2021,nba mvp,Rudy Gobert,goberru01,28,False
2021,nba mvp,Russell Westbrook,westbru01,32,False
2021,nba mvp,Ben Simmons,simmobe01,24,False
2021,nba mvp,James Harden,hardeja01,31,False
2021,nba mvp,LeBron James,jamesle01,36,False
2021,nba mvp,Kawhi Leonard,leonaka01,29,False
2021,nba roy,LaMelo Ball,ballla01,19,True
2021,nba roy,Anthony Edwards,edwaran01,19,False
2021,nba roy,Tyrese Haliburton,halibty01,20,False
2021,nba roy,Saddiq Bey,beysa01,21,False
2021,nba smoy,Jordan Clarkson,clarkjo01,28,True
2021,nba smoy,Joe Ingles,inglejo01,33,False
2021,nba smoy,Derrick Rose,rosede01,32,False
2021,nba smoy,Jalen Brunson,brunsja01,24,False
2021,nba smoy,Tim Hardaway Jr.,hardati02,28,False
2021,nba smoy,Montrezl Harrell,harremo01,27,False
2021,nba smoy,Carmelo Anthony,anthoca01,36,False
2021,nba smoy,Chris Boucher,bouchch01,28,False
2021,nba smoy,Bobby Portis,portibo01,25,False
2021,nba smoy,Enes Freedom,kanteen01,28,False
2021,nba smoy,T.J. McConnell,mccontj01,28,False
2021,nba smoy,Miles Bridges,bridgmi02,22,False
2021,nba smoy,Shake Milton,miltosh01,24,False
2021,nba smoy,Thaddeus Young,youngth01,32,False
2021,nba smoy,Facundo Campazzo,campafa01,29,False
2020,nba dpoy,Giannis Antetokounmpo,antetgi01,25,True
2020,nba dpoy,Anthony Davis,davisan02,26,False
2020,nba dpoy,Rudy Gobert,goberru01,27,False
2020,nba dpoy,Ben Simmons,simmobe01,23,False
2020,nba dpoy,Bam Adebayo,adebaba01,22,False
2020,nba dpoy,Patrick Beverley,beverpa01,31,False
2020,nba dpoy,Marcus Smart,smartma01,25,False
2020,nba dpoy,Andre Drummond,drumman01,26,False
2020,nba dpoy,Kawhi Leonard,leonaka01,28,False
2020,nba dpoy,Brook Lopez,lopezbr01,31,False
2020,nba dpoy,Hassan Whiteside,whiteha01,30,False
2020,nba dpoy,Jarrett Allen,allenja01,21,False
2020,nba mip,Brandon Ingram,ingrabr01,22,True
2020,nba mip,Bam Adebayo,adebaba01,22,False
2020,nba mip,Luka Dončić,doncilu01,20,False
2020,nba mip,Jayson Tatum,tatumja01,21,False
2020,nba mip,Devonte' Graham,grahade01,24,False
2020,nba mip,Shai Gilgeous-Alexander,gilgesh01,21,False
2020,nba mip,Pascal Siakam,siakapa01,25,False
2020,nba mip,Christian Wood,woodch01,24,False
2020,nba mip,Trae Young,youngtr01,21,False
2020,nba mip,Fred VanVleet,vanvlfr01,25,False
2020,nba mip,Dāvis Bertāns,bertada01,27,False
2020,nba mip,Jaylen Brown,brownja02,23,False
2020,nba mip,Markelle Fultz,fultzma01,21,False
2020,nba mip,Spencer Dinwiddie,dinwisp01,26,False
2020,nba mip,Duncan Robinson,robindu01,25,False
2020,nba mvp,Giannis Antetokounmpo,antetgi01,25,True
2020,nba mvp,LeBron James,jamesle01,35,False
2020,nba mvp,James Harden,hardeja01,30,False
2020,nba mvp,Luka Dončić,doncilu01,20,False
2020,nba mvp,Kawhi Leonard,leonaka01,28,False
2020,nba mvp,Anthony Davis,davisan02,26,False
2020,nba mvp,Chris Paul,paulch01,34,False
2020,nba mvp,Damian Lillard,lillada01,29,False
2020,nba mvp,Nikola Jokić,jokicni01,24,False
2020,nba mvp,Pascal Siakam,siakapa01,25,False
2020,nba mvp,Jimmy Butler,butleji01,30,False
2020,nba mvp,Jayson Tatum,tatumja01,21,False
2020,nba roy,Ja Morant,moranja01,20,True
2020,nba roy,Kendrick Nunn,nunnke01,24,False
2020,nba roy,Zion Williamson,willizi01,19,False
2020,nba roy,Brandon Clarke,clarkbr01,23,False
2020,nba roy,Coby White,whiteco01,19,False
2020,nba roy,Terence Davis,daviste02,22,False
2020,nba roy,Eric Paschall,pascher01,23,False
2020,nba roy,RJ Barrett,barrerj01,19,False
2020,nba smoy,Montrezl Harrell,harremo01,26,True
2020,nba smoy,Dennis Schröder,schrode01,26,False
2020,nba smoy,Lou Williams,willilo02,33,False
2020,nba smoy,George Hill,hillge01,33,False
2020,nba smoy,Christian Wood,woodch01,24,False
2020,nba smoy,Goran Dragić,dragigo01,33,False
2020,nba smoy,Derrick Rose,rosede01,31,False
2020,nba smoy,Dāvis Bertāns,bertada01,27,False
2020,nba smoy,Dwight Howard,howardw01,34,False
2019,nba dpoy,Rudy Gobert,goberru01,26,True
2019,nba dpoy,Giannis Antetokounmpo,antetgi01,24,False
2019,nba dpoy,Paul George,georgpa01,28,False
2019,nba dpoy,Joel Embiid,embiijo01,24,False
2019,nba dpoy,Myles Turner,turnemy01,22,False
