season,lg,team,abbreviation,playoffs,g,mp,opp_fg_per_100_poss,opp_fga_per_100_poss,opp_fg_percent,opp_x2p_per_100_poss,opp_x2pa_per_100_poss,opp_x2p_percent,opp_ft_per_100_poss,opp_fta_per_100_poss,opp_ft_percent,opp_orb_per_100_poss,opp_drb_per_100_poss,opp_trb_per_100_poss,opp_ast_per_100_poss,opp_stl_per_100_poss,opp_blk_per_100_poss,opp_tov_per_100_poss,opp_pf_per_100_poss,opp_pts_per_100_poss
2014,NBA,Los Angeles Lakers,LAL,False,82,19705,42.5,90.7,0.468,34.2,68.0,0.504,17.4,24.0,0.727,13.2,36.4,49.6,26.1,9.8,4.8,14.4,19.5,110.6
2014,NBA,Memphis Grizzlies,MEM,True,82,19805,39.4,87.7,0.45,31.1,64.3,0.484,17.4,22.7,0.766,10.9,32.4,43.3,22.0,8.0,5.5,15.7,20.9,104.6
2014,NBA,Miami Heat,MIA,True,82,19880,39.2,85.7,0.457,30.0,60.3,0.497,18.2,24.2,0.75,11.7,32.0,43.8,23.2,8.8,3.4,18.1,22.2,105.8
2014,NBA,Milwaukee Bucks,MIL,False,82,19880,41.4,88.4,0.468,32.2,64.4,0.5,19.9,26.5,0.751,12.6,34.3,46.9,24.6,8.4,5.4,15.2,22.2,111.8
2014,NBA,Minnesota Timberwolves,MIN,False,82,19855,41.2,87.5,0.471,33.0,64.9,0.508,15.5,20.4,0.756,11.3,33.7,45.0,23.3,8.0,5.7,16.7,24.0,106.2
2014,NBA,New Orleans Pelicans,NOP,False,82,19855,40.1,86.1,0.465,31.5,62.2,0.507,21.5,28.5,0.752,11.6,33.3,44.8,24.2,7.6,6.6,15.5,21.8,110.1
2014,NBA,New York Knicks,NYK,False,82,19855,39.3,85.7,0.458,29.7,60.0,0.496,21.0,27.5,0.765,11.3,34.8,46.1,21.7,6.9,3.7,16.0,21.6,109.1
2014,NBA,Oklahoma City Thunder,OKC,True,82,19805,37.9,86.9,0.436,28.9,61.9,0.468,19.2,26.4,0.727,11.4,31.2,42.6,22.7,8.5,3.8,15.8,21.2,103.9
2014,NBA,Orlando Magic,ORL,False,82,19955,40.2,88.1,0.456,31.7,65.3,0.485,18.6,24.2,0.77,11.0,35.3,46.3,23.7,7.5,5.7,14.7,19.3,107.4
2014,NBA,Philadelphia 76ers,PHI,False,82,19855,40.0,85.0,0.471,31.0,60.7,0.511,20.8,27.6,0.754,11.9,35.0,46.9,26.1,9.0,6.8,17.0,20.6,109.9
2014,NBA,Phoenix Suns,PHO,False,82,19755,39.6,86.8,0.456,32.5,66.1,0.492,20.6,26.8,0.766,11.7,32.8,44.6,21.1,7.8,4.2,16.0,22.2,106.7
2014,NBA,Portland Trail Blazers,POR,True,82,19855,41.4,91.8,0.451,34.6,72.6,0.476,17.8,23.2,0.766,12.0,33.4,45.4,21.3,8.1,3.9,12.5,21.6,107.4
2014,NBA,Sacramento Kings,SAC,False,82,19830,39.8,86.4,0.461,30.9,62.9,0.491,20.2,27.4,0.737,10.4,32.9,43.4,24.7,8.2,5.9,14.3,24.3,108.8
2014,NBA,San Antonio Spurs,SAS,True,82,19755,39.6,89.2,0.444,32.8,70.0,0.469,16.4,21.6,0.76,11.0,33.3,44.3,21.3,8.0,4.8,14.5,20.3,102.4
2014,NBA,Toronto Raptors,TOR,True,82,19955,38.7,86.1,0.45,31.3,65.4,0.478,20.4,27.1,0.752,11.2,32.8,44.0,22.5,7.8,4.6,16.0,23.8,105.3
2014,NBA,Utah Jazz,UTA,False,82,19780,41.7,88.2,0.473,33.7,67.0,0.503,20.0,25.8,0.773,11.2,35.1,46.3,23.7,8.2,5.3,13.7,22.2,111.3
2014,NBA,Washington Wizards,WAS,True,82,20055,39.0,85.2,0.458,31.1,62.5,0.498,18.8,24.5,0.765,10.6,33.8,44.4,23.4,8.1,4.1,16.9,20.5,104.6
2013,NBA,Atlanta Hawks,ATL,True,82,19855,40.1,89.0,0.45,32.0,67.7,0.473,16.1,21.1,0.763,12.1,34.7,46.8,23.8,9.0,4.6,16.3,20.1,104.4
2013,NBA,Boston Celtics,BOS,True,81,19840,38.6,87.5,0.441,31.3,66.3,0.472,18.9,25.5,0.74,12.2,34.3,46.5,23.1,8.4,5.0,16.3,20.8,103.3
2013,NBA,Brooklyn Nets,BRK,True,82,19855,41.8,90.1,0.464,34.7,70.8,0.49,15.6,21.4,0.731,12.0,31.8,43.8,23.9,8.4,5.3,15.0,23.8,106.2
2013,NBA,Charlotte Bobcats,CHA,False,82,19805,42.2,89.6,0.471,32.7,65.1,0.502,17.6,23.6,0.747,12.9,35.0,47.9,27.4,7.5,7.5,15.3,23.1,111.5
2013,NBA,Chicago Bulls,CHI,True,82,19830,39.4,88.9,0.443,33.2,71.2,0.467,18.3,24.7,0.739,12.2,33.4,45.6,20.9,8.1,6.5,15.2,21.8,103.2
2013,NBA,Cleveland Cavaliers,CLE,False,82,19730,41.0,86.0,0.476,32.9,64.4,0.511,19.4,26.2,0.739,11.7,33.8,45.5,25.9,8.2,7.4,16.5,21.3,109.4
2013,NBA,Dallas Mavericks,DAL,False,82,19980,39.2,88.0,0.445,31.0,65.1,0.475,20.0,26.6,0.753,12.6,35.1,47.7,23.1,8.9,4.3,15.4,19.8,106.5
2013,NBA,Denver Nuggets,DEN,True,82,19905,39.6,89.1,0.444,30.9,65.1,0.474,17.2,23.6,0.731,12.9,30.3,43.3,24.6,8.3,7.0,16.6,22.5,105.1
2013,NBA,Detroit Pistons,DET,False,82,19805,40.8,88.8,0.459,32.7,66.4,0.492,18.5,24.3,0.762,12.2,33.5,45.7,24.5,9.2,6.3,15.0,21.7,108.1
2013,NBA,Golden State Warriors,GSW,True,82,19805,39.1,89.2,0.439,30.7,64.9,0.473,18.8,25.1,0.748,11.6,33.3,44.9,24.8,8.6,5.1,14.2,20.2,105.5
2013,NBA,Houston Rockets,HOU,True,82,19780,40.2,88.5,0.454,31.9,65.8,0.484,17.3,22.4,0.776,11.1,32.1,43.1,23.5,8.7,6.3,15.3,21.1,106.1
2013,NBA,Indiana Pacers,IND,True,81,19590,38.0,90.4,0.42,32.0,72.2,0.444,17.9,23.5,0.76,12.3,32.6,45.0,21.1,8.3,6.2,14.9,24.1,99.8
2013,NBA,Los Angeles Clippers,LAC,True,82,19730,37.8,85.4,0.443,29.5,62.9,0.468,19.6,26.1,0.749,11.9,30.9,42.8,24.2,8.1,4.5,17.6,22.8,103.6
2013,NBA,Los Angeles Lakers,LAL,True,82,19755,41.8,92.4,0.453,34.0,70.3,0.483,15.0,20.5,0.732,12.2,32.8,45.0,24.7,9.0,5.1,13.6,24.3,106.6
2013,NBA,Memphis Grizzlies,MEM,True,82,19805,37.7,86.5,0.435,30.7,66.1,0.465,18.1,24.2,0.748,11.6,32.3,43.9,21.9,8.2,6.2,17.4,22.5,100.3
2013,NBA,Miami Heat,MIA,True,82,19880,38.9,88.3,0.44,30.6,64.6,0.473,17.7,23.1,0.766,12.3,31.5,43.8,22.0,8.6,3.5,17.0,22.3,103.7
2013,NBA,Milwaukee Bucks,MIL,True,82,19830,40.3,88.8,0.454,33.5,69.4,0.483,17.9,23.5,0.759,13.0,35.2,48.3,24.2,8.4,4.6,16.7,20.0,105.2
2013,NBA,Minnesota Timberwolves,MIN,False,82,19730,40.8,87.2,0.468,33.2,66.8,0.498,16.3,21.6,0.752,11.4,33.8,45.3,24.0,8.7,6.3,17.1,24.2,105.4
2013,NBA,New Orleans Hornets,NOH,False,82,19780,41.5,88.2,0.471,32.9,65.1,0.505,18.4,24.2,0.759,11.4,32.8,44.2,26.2,8.9,6.7,14.9,21.0,110.1
2013,NBA,New York Knicks,NYK,True,82,19730,39.5,86.2,0.458,30.9,62.0,0.498,18.7,24.7,0.757,11.2,35.1,46.3,21.4,7.1,4.4,16.8,21.4,106.3
2013,NBA,Oklahoma City Thunder,OKC,True,82,19830,38.5,90.4,0.425,30.5,67.6,0.452,17.8,23.0,0.774,12.8,30.5,43.3,21.8,8.7,4.2,15.7,22.0,102.6
2013,NBA,Orlando Magic,ORL,False,82,19780,41.7,90.1,0.463,33.6,67.4,0.498,17.6,23.8,0.738,11.7,34.5,46.2,25.6,7.8,5.7,13.4,17.8,109.1
2013,NBA,Philadelphia 76ers,PHI,False,82,19755,40.3,88.7,0.454,32.9,67.7,0.487,17.8,23.4,0.76,12.1,36.1,48.2,25.0,7.9,5.3,15.7,17.8,105.7
2013,NBA,Phoenix Suns,PHO,False,82,19805,41.3,87.8,0.47,33.9,68.8,0.492,18.2,24.1,0.757,12.4,33.7,46.1,24.3,8.9,5.5,16.3,19.6,108.1
2013,NBA,Portland Trail Blazers,POR,False,82,19855,42.6,90.0,0.474,35.8,69.8,0.512,17.0,22.4,0.761,11.9,34.1,46.0,25.7,9.1,4.7,14.2,20.3,109.2
2013,NBA,Sacramento Kings,SAC,False,82,19830,41.6,88.3,0.472,33.6,65.5,0.512,20.0,25.6,0.783,12.6,33.6,46.2,26.6,8.1,6.7,15.6,21.1,111.4
2013,NBA,San Antonio Spurs,SAS,True,82,19880,39.5,89.2,0.442,32.8,70.4,0.466,16.0,21.0,0.76,11.7,33.0,44.7,22.5,8.7,5.2,15.7,20.1,101.6
2013,NBA,Toronto Raptors,TOR,False,82,19980,39.5,86.3,0.458,32.2,66.2,0.487,21.3,28.5,0.747,11.7,33.8,45.5,23.9,7.7,5.1,15.5,21.9,107.5
2013,NBA,Utah Jazz,UTA,False,82,19880,39.9,87.0,0.458,32.4,66.9,0.485,19.6,25.9,0.757,12.0,32.5,44.4,22.4,8.5,6.4,16.0,22.2,106.8
2013,NBA,Washington Wizards,WAS,False,82,19855,38.6,87.8,0.44,30.9,65.8,0.47,18.1,24.5,0.738,11.8,35.7,47.5,23.2,8.4,4.7,15.6,20.6,103.0
2012,NBA,Atlanta Hawks,ATL,True,66,16165,39.2,88.3,0.444,32.7,69.6,0.47,16.4,21.8,0.753,11.7,34.2,45.9,22.3,8.1,5.2,16.4,20.8,101.2
2012,NBA,Boston Celtics,BOS,True,66,15940,36.8,87.7,0.419,31.0,69.1,0.449,19.0,25.0,0.76,13.0,34.5,47.5,20.5,8.6,5.1,17.2,20.3,98.2
2012,NBA,Charlotte Bobcats,CHA,False,66,15890,42.6,89.7,0.475,35.8,70.8,0.506,18.5,24.6,0.75,12.9,36.4,49.3,25.5,8.3,6.3,14.8,22.2,110.4
2012,NBA,Chicago Bulls,CHI,True,66,15940,38.6,91.5,0.421,33.4,75.7,0.442,16.0,21.6,0.74,12.7,31.9,44.6,21.0,8.3,5.8,14.8,19.7,98.3
2012,NBA,Cleveland Cavaliers,CLE,False,66,15965,41.7,89.4,0.467,34.4,69.1,0.498,18.0,24.1,0.748,12.4,34.1,46.5,25.1,8.6,6.7,15.1,22.7,108.9
2012,NBA,Dallas Mavericks,DAL,True,66,16065,38.3,88.1,0.435,30.6,65.7,0.466,17.8,23.8,0.75,11.8,35.5,47.4,22.1,9.2,4.3,15.9,19.8,102.3
2012,NBA,Denver Nuggets,DEN,True,66,16040,40.4,88.5,0.456,31.3,64.8,0.483,16.3,21.5,0.759,11.6,30.6,42.2,24.3,8.3,7.0,16.3,23.1,106.2
2012,NBA,Detroit Pistons,DET,False,66,15965,40.1,86.7,0.462,33.4,67.9,0.492,19.6,25.6,0.765,11.8,33.4,45.3,25.0,9.5,5.9,16.2,21.6,106.3
2012,NBA,Golden State Warriors,GSW,False,66,15915,40.2,88.7,0.453,32.5,67.8,0.48,21.0,28.2,0.747,14.2,35.2,49.4,24.9,8.1,5.4,16.0,17.9,109.1
2012,NBA,Houston Rockets,HOU,False,66,16065,40.3,88.4,0.456,34.3,69.9,0.491,18.6,24.3,0.766,11.9,33.0,44.9,21.5,8.1,5.5,15.8,19.8,105.2
2012,NBA,Indiana Pacers,IND,True,66,15990,38.1,87.7,0.435,30.8,66.9,0.461,19.5,26.7,0.729,13.1,33.1,46.2,21.4,7.2,6.6,16.3,23.6,103.1
2012,NBA,Los Angeles Clippers,LAC,True,66,15965,38.4,85.9,0.447,30.7,64.7,0.474,21.1,28.3,0.746,12.0,32.3,44.3,23.1,6.7,5.0,16.3,23.6,105.7
2012,NBA,Los Angeles Lakers,LAL,True,66,16065,41.1,94.1,0.437,33.8,73.1,0.463,14.9,20.0,0.742,12.5,32.1,44.6,23.9,9.2,5.0,12.3,22.0,104.4
2012,NBA,Memphis Grizzlies,MEM,True,66,15940,37.8,85.1,0.444,30.9,65.1,0.474,19.3,25.2,0.764,12.1,32.4,44.5,21.1,8.6,6.0,18.7,21.1,101.8
2012,NBA,Miami Heat,MIA,True,66,16040,37.5,86.4,0.434,29.6,64.8,0.457,17.3,23.9,0.725,11.9,31.1,43.0,21.3,9.0,4.6,18.2,22.2,100.2
2012,NBA,Milwaukee Bucks,MIL,False,66,15865,39.5,88.0,0.449,32.5,67.9,0.478,19.1,24.8,0.769,13.1,34.5,47.6,23.1,8.1,4.8,16.9,20.6,105.2
2012,NBA,Minnesota Timberwolves,MIN,False,66,15940,41.5,91.3,0.455,35.0,72.0,0.486,17.1,22.6,0.755,12.4,33.8,46.3,22.9,8.9,6.1,14.1,23.2,106.6
2012,NBA,New Jersey Nets,NJN,False,66,15890,41.9,88.7,0.472,34.7,69.4,0.5,18.5,25.0,0.74,13.1,34.0,47.1,25.8,8.8,5.5,15.8,21.3,109.6
2012,NBA,New Orleans Hornets,NOH,False,66,15940,39.3,88.5,0.444,32.1,65.6,0.489,19.2,25.4,0.759,12.5,32.6,45.0,23.5,8.9,6.5,15.6,21.1,105.1
2012,NBA,New York Knicks,NYK,True,66,15940,37.4,84.7,0.442,30.3,64.6,0.468,18.9,25.7,0.736,11.6,33.0,44.6,20.2,8.7,5.4,18.2,23.2,101.0
2012,NBA,Oklahoma City Thunder,OKC,True,66,15990,38.8,90.8,0.427,32.0,71.0,0.451,18.8,24.5,0.768,13.5,30.5,44.0,21.2,8.7,5.2,15.1,21.3,103.2
2012,NBA,Orlando Magic,ORL,True,66,15965,40.1,89.3,0.449,33.1,69.2,0.478,17.0,22.0,0.772,11.3,34.8,46.1,22.8,8.4,4.6,14.6,22.1,104.1
2012,NBA,Philadelphia 76ers,PHI,True,66,15915,38.1,89.2,0.427,32.1,71.2,0.45,17.1,22.7,0.752,11.9,36.7,48.5,21.7,6.6,5.3,15.4,18.0,99.2
2012,NBA,Phoenix Suns,PHO,False,66,15840,41.0,90.1,0.455,34.5,71.6,0.481,18.0,23.6,0.762,13.1,33.8,46.9,23.2,8.6,4.7,15.2,21.2,106.5
2012,NBA,Portland Trail Blazers,POR,False,66,15965,40.8,88.2,0.463,33.5,68.1,0.492,17.5,23.4,0.747,12.0,34.0,46.0,22.9,8.2,5.2,16.2,21.5,106.4
2012,NBA,Sacramento Kings,SAC,False,66,15915,42.5,89.3,0.476,35.5,69.7,0.51,17.8,23.4,0.762,13.0,34.3,47.3,25.0,8.3,6.7,16.2,20.9,109.8
2012,NBA,San Antonio Spurs,SAS,True,66,15940,40.7,90.1,0.452,34.0,71.2,0.478,15.1,20.0,0.756,11.0,33.0,44.1,20.9,7.9,5.3,14.7,20.2,103.2
2012,NBA,Toronto Raptors,TOR,False,66,15965,37.6,86.4,0.435,30.9,65.8,0.469,22.5,30.2,0.744,11.4,33.6,45.0,22.3,8.1,5.4,14.7,20.4,104.5
2012,NBA,Utah Jazz,UTA,True,66,16165,39.0,86.2,0.453,32.1,65.8,0.488,21.1,28.0,0.754,11.8,32.3,44.1,22.0,8.0,6.1,15.7,22.2,106.1
2012,NBA,Washington Wizards,WAS,False,66,15865,39.6,87.5,0.453,32.6,67.6,0.483,20.1,26.5,0.758,13.3,33.7,47.0,23.2,8.5,4.9,16.4,20.1,106.2
2011,NBA,Atlanta Hawks,ATL,True,82,19730,41.0,89.0,0.46,34.7,70.5,0.492,18.8,24.3,0.774,11.4,33.9,45.3,23.8,7.5,4.7,14.0,20.7,107.0
2011,NBA,Boston Celtics,BOS,True,82,19780,37.2,85.5,0.434,31.2,68.0,0.459,20.1,26.5,0.756,11.6,32.0,43.6,20.6,7.7,4.9,16.9,22.3,100.3
2011,NBA,Charlotte Bobcats,CHA,False,82,19805,40.0,87.8,0.455,32.2,66.0,0.487,20.1,25.8,0.78,10.9,33.1,43.9,24.0,8.1,6.7,14.6,23.4,107.8
2011,NBA,Chicago Bulls,CHI,True,82,19830,37.6,87.4,0.43,31.9,69.9,0.456,19.4,25.4,0.764,11.1,31.1,42.2,20.8,7.6,6.4,15.5,22.0,100.3
2011,NBA,Cleveland Cavaliers,CLE,False,82,19755,42.2,88.8,0.475,33.5,67.8,0.495,18.8,24.7,0.759,11.7,34.9,46.6,25.9,8.1,6.4,14.5,22.8,111.8
2011,NBA,Dallas Mavericks,DAL,True,82,19705,40.0,88.8,0.45,33.2,69.1,0.481,18.3,24.4,0.75,11.7,32.8,44.5,22.5,8.3,4.0,14.9,22.0,105.0
2011,NBA,Denver Nuggets,DEN,True,82,19705,40.2,87.6,0.459,32.8,66.3,0.495,19.6,25.9,0.756,11.0,32.2,43.2,23.2,7.8,6.2,14.4,23.8,107.3
2011,NBA,Detroit Pistons,DET,False,82,19880,42.1,86.7,0.486,35.0,66.9,0.523,20.4,26.6,0.766,11.7,33.4,45.2,25.9,7.7,5.2,15.7,20.9,111.7
2011,NBA,Golden State Warriors,GSW,False,82,19830,40.5,86.7,0.467,33.3,66.4,0.501,22.4,28.9,0.776,13.4,33.5,46.9,25.9,8.6,4.5,16.9,19.3,110.7
2011,NBA,Houston Rockets,HOU,False,82,19880,41.9,89.4,0.468,36.1,73.4,0.492,19.6,25.0,0.781,12.2,32.7,44.9,21.9,7.5,5.8,14.4,22.5,109.0
2011,NBA,Indiana Pacers,IND,True,82,19780,39.3,87.6,0.449,32.8,69.4,0.473,20.7,27.6,0.75,11.9,33.5,45.5,21.4,7.9,6.0,14.6,22.5,106.0
2011,NBA,Los Angeles Clippers,LAC,False,82,19855,39.7,87.1,0.455,32.1,66.3,0.484,21.7,28.2,0.771,11.9,31.4,43.3,23.8,8.6,5.3,14.6,23.6,108.7
2011,NBA,Los Angeles Lakers,LAL,True,82,19830,40.1,91.9,0.437,32.7,69.6,0.469,16.6,21.7,0.765,13.4,32.0,45.4,24.4,7.8,5.0,14.9,22.7,104.3
2011,NBA,Memphis Grizzlies,MEM,True,82,19880,39.0,85.2,0.457,31.3,64.3,0.486,19.5,25.6,0.761,11.9,31.4,43.2,22.6,8.1,6.6,18.0,23.0,105.1
2011,NBA,Miami Heat,MIA,True,82,19780,38.3,88.3,0.434,31.0,67.1,0.462,19.7,26.4,0.744,11.5,31.4,42.9,22.0,7.7,3.3,14.4,23.9,103.5
2011,NBA,Milwaukee Bucks,MIL,False,82,19830,38.2,85.5,0.447,32.3,67.9,0.476,20.2,26.2,0.77,11.3,35.4,46.7,22.3,6.8,5.3,16.8,22.8,102.5
2011,NBA,Minnesota Timberwolves,MIN,False,82,19780,40.6,86.8,0.468,32.6,65.3,0.499,21.8,28.0,0.778,11.5,32.4,43.9,25.5,9.8,5.6,14.9,21.6,111.1
2011,NBA,New Jersey Nets,NJN,False,82,20005,41.0,88.1,0.465,34.2,69.5,0.492,21.2,28.2,0.751,11.3,34.4,45.7,24.3,7.5,5.0,13.5,21.9,109.9
2011,NBA,New Orleans Hornets,NOH,True,82,19830,39.3,86.0,0.457,31.7,64.7,0.49,19.0,24.6,0.77,10.5,33.5,44.0,23.7,6.8,5.4,16.3,22.8,105.2
2011,NBA,New York Knicks,NYK,True,82,19780,41.2,87.2,0.472,34.4,68.9,0.499,20.9,27.5,0.762,12.2,33.6,45.8,21.4,7.4,4.6,15.9,21.6,110.1
2011,NBA,Oklahoma City Thunder,OKC,True,82,20005,40.4,88.3,0.458,34.2,71.0,0.481,20.1,27.1,0.744,12.1,31.0,43.1,22.2,7.6,4.6,14.9,22.9,107.2
2011,NBA,Orlando Magic,ORL,True,82,19830,38.0,87.1,0.436,31.2,67.6,0.461,19.1,25.7,0.743,10.7,32.5,43.2,21.8,8.0,4.1,15.1,23.8,102.0
2011,NBA,Philadelphia 76ers,PHI,True,82,19930,39.4,87.2,0.451,33.2,69.1,0.48,20.2,26.1,0.773,11.6,34.3,45.8,23.1,7.7,4.9,15.3,20.3,105.0
2011,NBA,Phoenix Suns,PHO,False,82,20005,42.1,89.2,0.472,34.6,68.9,0.502,18.8,25.0,0.754,12.5,33.6,46.2,24.0,8.2,4.5,15.1,22.1,110.4
2011,NBA,Portland Trail Blazers,POR,True,82,19805,40.0,85.7,0.467,32.7,65.9,0.497,19.8,25.8,0.767,12.0,32.9,44.8,21.7,7.8,4.7,17.7,24.0,107.1
2011,NBA,Sacramento Kings,SAC,False,82,19855,41.4,86.7,0.478,35.3,69.5,0.508,20.2,26.5,0.762,11.0,31.8,42.9,22.6,8.5,5.9,15.3,21.9,109.0
2011,NBA,San Antonio Spurs,SAS,True,82,19780,41.1,90.2,0.456,34.8,73.0,0.477,17.1,22.3,0.766,11.6,32.8,44.4,22.1,7.5,4.9,14.4,22.4,105.6
2011,NBA,Toronto Raptors,TOR,False,82,19780,42.0,87.1,0.482,34.9,68.3,0.511,21.8,28.4,0.769,11.9,32.1,44.0,24.2,8.2,6.0,14.9,21.2,112.9
2011,NBA,Utah Jazz,UTA,False,82,19880,39.3,85.7,0.459,31.5,64.8,0.486,23.6,30.3,0.778,12.3,32.2,44.4,22.5,8.1,5.4,15.9,23.9,110.1
2011,NBA,Washington Wizards,WAS,False,82,19930,40.7,86.5,0.471,33.5,67.3,0.499,21.5,28.3,0.761,12.8,33.5,46.2,24.4,8.0,5.3,16.6,21.3,110.2
2010,NBA,Atlanta Hawks,ATL,True,82,19855,40.9,88.8,0.46,34.4,70.2,0.491,18.5,24.8,0.745,12.4,33.1,45.5,23.1,6.8,4.8,15.2,21.2,106.7
2010,NBA,Boston Celtics,BOS,True,82,19780,38.1,84.6,0.451,31.9,66.4,0.481,21.3,28.5,0.746,11.5,32.0,43.5,21.0,7.7,5.1,17.0,23.5,103.8
2010,NBA,Charlotte Bobcats,CHA,True,82,19880,39.1,87.3,0.448,31.4,64.7,0.486,17.0,22.8,0.743,11.6,31.8,43.4,22.3,8.2,6.7,16.8,24.1,102.8
2010,NBA,Chicago Bulls,CHI,True,82,19905,39.4,89.2,0.442,31.8,67.4,0.472,18.9,25.4,0.744,11.9,33.5,45.4,22.2,7.5,5.7,14.1,21.3,105.3
2010,NBA,Cleveland Cavaliers,CLE,True,82,19780,39.0,88.1,0.442,32.0,68.0,0.471,19.2,25.3,0.757,10.5,31.4,42.0,22.1,7.2,4.3,13.9,22.7,104.1
2010,NBA,Dallas Mavericks,DAL,True,82,19880,40.6,88.8,0.457,33.7,69.0,0.488,18.3,24.1,0.758,12.0,33.8,45.9,21.7,7.3,4.4,15.6,21.6,106.3
2010,NBA,Denver Nuggets,DEN,True,82,19780,39.5,86.6,0.456,32.8,67.4,0.487,21.7,28.3,0.768,12.2,32.2,44.4,22.1,7.4,5.6,15.8,24.9,107.5
2010,NBA,Detroit Pistons,DET,False,82,19780,40.6,84.6,0.48,32.8,63.8,0.515,22.3,29.1,0.767,11.2,33.2,44.3,26.0,7.5,5.5,16.1,23.3,111.4
2010,NBA,Golden State Warriors,GSW,False,82,19730,41.3,85.3,0.485,34.4,66.9,0.515,22.2,29.0,0.767,13.3,34.4,47.8,24.0,7.8,4.9,17.5,21.3,111.7
2010,NBA,Houston Rockets,HOU,False,82,19905,41.5,87.3,0.475,35.2,70.1,0.503,18.8,24.6,0.764,11.2,33.7,45.0,22.0,7.7,6.8,15.5,23.6,108.0
2010,NBA,Indiana Pacers,IND,False,82,19705,39.1,86.3,0.453,32.7,68.6,0.476,22.3,29.4,0.756,12.2,35.8,48.0,21.3,8.2,5.2,15.4,21.4,106.8
2010,NBA,Los Angeles Clippers,LAC,False,82,19705,42.0,89.4,0.47,35.0,70.2,0.499,19.1,25.1,0.762,11.6,32.8,44.3,25.3,9.0,4.8,13.9,20.9,110.1
2010,NBA,Los Angeles Lakers,LAL,True,82,19830,39.8,89.2,0.446,33.0,68.5,0.481,17.4,23.2,0.75,11.9,33.2,45.1,23.4,7.5,4.7,15.1,22.7,103.7
2010,NBA,Memphis Grizzlies,MEM,False,82,19905,42.2,88.3,0.478,34.9,67.4,0.517,18.1,23.9,0.755,11.7,30.3,42.0,24.2,8.2,6.5,15.0,23.7,109.9
2010,NBA,Miami Heat,MIA,True,82,19880,37.9,86.3,0.439,30.8,65.7,0.469,21.2,28.2,0.754,11.5,33.4,45.0,20.8,7.0,4.8,15.9,22.1,104.1
2010,NBA,Milwaukee Bucks,MIL,True,82,19980,37.6,83.3,0.451,31.9,66.6,0.478,22.2,29.0,0.765,10.3,35.7,46.0,20.7,7.5,5.5,16.4,21.8,103.1
2010,NBA,Minnesota Timberwolves,MIN,False,82,19780,42.2,87.9,0.48,34.4,66.6,0.517,19.4,25.0,0.774,11.6,33.3,44.9,26.6,9.1,5.6,14.8,21.3,111.6
2010,NBA,New Jersey Nets,NJN,False,82,19780,42.1,87.6,0.481,35.9,70.6,0.509,20.1,26.8,0.748,12.3,35.6,47.9,26.0,8.5,5.6,15.3,21.9,110.5
2010,NBA,New Orleans Hornets,NOH,False,82,19830,42.5,87.9,0.483,35.4,68.1,0.52,18.1,24.1,0.751,11.4,33.8,45.2,25.2,7.5,4.8,15.4,20.9,110.1
2010,NBA,New York Knicks,NYK,False,82,19880,43.1,88.7,0.486,36.0,68.5,0.525,18.4,24.4,0.754,12.3,35.0,47.3,22.1,7.5,4.7,15.2,20.2,111.6
2010,NBA,Oklahoma City Thunder,OKC,True,82,19805,39.1,87.5,0.448,32.9,69.1,0.476,20.1,26.3,0.764,12.2,31.2,43.4,21.1,8.0,5.0,16.1,22.8,104.6
2010,NBA,Orlando Magic,ORL,True,82,19730,39.1,89.1,0.438,32.2,70.1,0.459,18.2,24.2,0.754,10.6,32.8,43.4,20.5,7.3,3.8,13.9,24.0,103.3
2010,NBA,Philadelphia 76ers,PHI,False,82,19805,41.1,87.0,0.472,33.1,66.6,0.497,20.1,26.2,0.766,11.8,32.7,44.4,24.0,8.2,4.4,15.7,20.3,110.3
2010,NBA,Phoenix Suns,PHO,True,82,19730,41.3,91.4,0.452,34.1,71.2,0.479,20.5,27.0,0.76,13.8,30.5,44.3,21.7,8.2,4.7,13.6,22.8,110.2
2010,NBA,Portland Trail Blazers,POR,True,82,19855,40.6,87.5,0.464,34.0,68.2,0.499,19.2,25.8,0.745,11.0,32.0,43.0,21.8,6.7,4.6,15.2,24.3,107.1
2010,NBA,Sacramento Kings,SAC,False,82,19880,41.1,87.7,0.469,34.7,69.8,0.497,21.4,27.6,0.774,11.7,32.6,44.3,21.6,7.5,6.0,14.4,21.2,109.9
2010,NBA,San Antonio Spurs,SAS,True,82,19780,40.0,88.6,0.452,34.6,72.7,0.476,19.0,25.1,0.756,10.8,32.1,42.9,20.9,7.5,5.5,13.7,22.1,104.5
2010,NBA,Toronto Raptors,TOR,False,82,19780,41.6,89.0,0.468,33.7,67.3,0.501,21.9,28.0,0.784,12.2,32.0,44.1,24.6,7.6,4.7,13.6,22.6,113.2
2010,NBA,Utah Jazz,UTA,True,82,19755,37.7,83.8,0.449,30.5,63.6,0.48,22.5,29.6,0.762,10.8,30.8,41.6,21.1,8.2,5.8,16.0,23.5,105.0
2010,NBA,Washington Wizards,WAS,False,82,19830,40.7,88.0,0.463,33.7,68.6,0.492,21.0,27.6,0.761,12.3,33.4,45.8,23.4,7.5,5.5,14.7,22.2,109.4
2009,NBA,Atlanta Hawks,ATL,True,82,19705,40.8,89.8,0.454,33.6,69.5,0.484,18.8,24.5,0.769,13.0,33.7,46.7,23.2,7.2,4.8,15.2,22.8,107.6
